district,year,owner,spa_dyw
Hottingen,2039,cooperative housing,34.1545
Hottingen,2039,private housing,50.9807
Hottingen,2040,cooperative housing,34.1585
Hottingen,2040,private housing,50.9063
Hottingen,2041,cooperative housing,34.1625
Hottingen,2041,private housing,50.8319
Hottingen,2042,cooperative housing,34.1665
Hottingen,2042,private housing,50.7576
Hottingen,2043,cooperative housing,34.1705
Hottingen,2043,private housing,50.6832
Hottingen,2044,cooperative housing,34.1745
Hottingen,2044,private housing,50.6088
Hottingen,2045,cooperative housing,34.1785
Hottingen,2045,private housing,50.5344
Hottingen,2046,cooperative housing,34.1825
Hottingen,2046,private housing,50.4601
Hottingen,2047,cooperative housing,34.1865
Hottingen,2047,private housing,50.3857
Hottingen,2048,cooperative housing,34.1906
Hottingen,2048,private housing,50.3113
Hottingen,2049,cooperative housing,34.1946
Hottingen,2049,private housing,50.2369
Hottingen,2050,cooperative housing,34.1986
Hottingen,2050,private housing,50.1626
Hirslanden,2021,cooperative housing,34.0824
Hirslanden,2021,private housing,49.2367
Hirslanden,2022,cooperative housing,34.0864
Hirslanden,2022,private housing,49.2003
Hirslanden,2023,cooperative housing,34.0904
Hirslanden,2023,private housing,49.164
Hirslanden,2024,cooperative housing,34.0944
Hirslanden,2024,private housing,49.1276
Hirslanden,2025,cooperative housing,34.0984
Hirslanden,2025,private housing,49.0912
Hirslanden,2026,cooperative housing,34.1024
Hirslanden,2026,private housing,49.0549
Hirslanden,2027,cooperative housing,34.1064
Hirslanden,2027,private housing,49.0185
Hirslanden,2028,cooperative housing,34.1105
Hirslanden,2028,private housing,48.9822
Hirslanden,2029,cooperative housing,34.1145
Hirslanden,2029,private housing,48.9458
Hirslanden,2030,cooperative housing,34.1185
Hirslanden,2030,private housing,48.9094
Hirslanden,2031,cooperative housing,34.1225
Hirslanden,2031,private housing,48.8731
Hirslanden,2032,cooperative housing,34.1265
Hirslanden,2032,private housing,48.8367
Hirslanden,2033,cooperative housing,34.1305
Hirslanden,2033,private housing,48.8004
Hirslanden,2034,cooperative housing,34.1345
Hirslanden,2034,private housing,48.764
Hirslanden,2035,cooperative housing,34.1385
Hirslanden,2035,private housing,48.7276
Hirslanden,2036,cooperative housing,34.1425
Hirslanden,2036,private housing,48.6913
Hirslanden,2037,cooperative housing,34.1465
Hirslanden,2037,private housing,48.6549
Hirslanden,2038,cooperative housing,34.1505
Hirslanden,2038,private housing,48.6186
Hirslanden,2039,cooperative housing,34.1545
Hirslanden,2039,private housing,48.5822
Hirslanden,2040,cooperative housing,34.1585
Hirslanden,2040,private housing,48.5458
Hirslanden,2041,cooperative housing,34.1625
Hirslanden,2041,private housing,48.5095
Hirslanden,2042,cooperative housing,34.1665
Hirslanden,2042,private housing,48.4731
Hirslanden,2043,cooperative housing,34.1705
Hirslanden,2043,private housing,48.4368
Hirslanden,2044,cooperative housing,34.1745
Hirslanden,2044,private housing,48.4004
Hirslanden,2045,cooperative housing,34.1785
Hirslanden,2045,private housing,48.364
Hirslanden,2046,cooperative housing,34.1825
Hirslanden,2046,private housing,48.3277
Hirslanden,2047,cooperative housing,34.1865
Hirslanden,2047,private housing,48.2913
Hirslanden,2048,cooperative housing,34.1906
Hirslanden,2048,private housing,48.255
Hirslanden,2049,cooperative housing,34.1946
Hirslanden,2049,private housing,48.2186
Hirslanden,2050,cooperative housing,34.1986
Hirslanden,2050,private housing,48.1822
Witikon,2021,cooperative housing,34.0824
Witikon,2021,private housing,52.4484
Witikon,2022,cooperative housing,34.0864
Witikon,2022,private housing,52.4399
Witikon,2023,cooperative housing,34.0904
Witikon,2023,private housing,52.4315
Witikon,2024,cooperative housing,34.0944
Witikon,2024,private housing,52.423
Witikon,2025,cooperative housing,34.0984
Witikon,2025,private housing,52.4146
Witikon,2026,cooperative housing,34.1024
Witikon,2026,private housing,52.4062
Witikon,2027,cooperative housing,34.1064
Witikon,2027,private housing,52.3977
Witikon,2028,cooperative housing,34.1105
Witikon,2028,private housing,52.3893
Witikon,2029,cooperative housing,34.1145
Witikon,2029,private housing,52.3808
Witikon,2030,cooperative housing,34.1185
Witikon,2030,private housing,52.3724
Witikon,2031,cooperative housing,34.1225
Witikon,2031,private housing,52.364
Witikon,2032,cooperative housing,34.1265
Witikon,2032,private housing,52.3555
Witikon,2033,cooperative housing,34.1305
Witikon,2033,private housing,52.3471
Witikon,2034,cooperative housing,34.1345
Witikon,2034,private housing,52.3386
Witikon,2035,cooperative housing,34.1385
Witikon,2035,private housing,52.3302
Witikon,2036,cooperative housing,34.1425
Witikon,2036,private housing,52.3218
Witikon,2037,cooperative housing,34.1465
Witikon,2037,private housing,52.3133
Witikon,2038,cooperative housing,34.1505
Witikon,2038,private housing,52.3049
Witikon,2039,cooperative housing,34.1545
Witikon,2039,private housing,52.2964
Witikon,2040,cooperative housing,34.1585
Witikon,2040,private housing,52.288
Witikon,2041,cooperative housing,34.1625
Witikon,2041,private housing,52.2795
Witikon,2042,cooperative housing,34.1665
Witikon,2042,private housing,52.2711
Witikon,2043,cooperative housing,34.1705
Witikon,2043,private housing,52.2627
Witikon,2044,cooperative housing,34.1745
Witikon,2044,private housing,52.2542
Witikon,2045,cooperative housing,34.1785
Witikon,2045,private housing,52.2458
Witikon,2046,cooperative housing,34.1825
Witikon,2046,private housing,52.2373
Witikon,2047,cooperative housing,34.1865
Witikon,2047,private housing,52.2289
Witikon,2048,cooperative housing,34.1906
Witikon,2048,private housing,52.2205
Witikon,2049,cooperative housing,34.1946
Witikon,2049,private housing,52.212
Witikon,2050,cooperative housing,34.1986
Witikon,2050,private housing,52.2036
Seefeld,2021,cooperative housing,34.0824
Seefeld,2021,private housing,53.4843
Seefeld,2022,cooperative housing,34.0864
Seefeld,2022,private housing,53.4084
Seefeld,2023,cooperative housing,34.0904
Seefeld,2023,private housing,53.3325
Seefeld,2024,cooperative housing,34.0944
Seefeld,2024,private housing,53.2565
Seefeld,2025,cooperative housing,34.0984
Seefeld,2025,private housing,53.1806
Seefeld,2026,cooperative housing,34.1024
Seefeld,2026,private housing,53.1047
Seefeld,2027,cooperative housing,34.1064
Seefeld,2027,private housing,53.0287
Seefeld,2028,cooperative housing,34.1105
Seefeld,2028,private housing,52.9528
Seefeld,2029,cooperative housing,34.1145
Seefeld,2029,private housing,52.8769
Seefeld,2030,cooperative housing,34.1185
Seefeld,2030,private housing,52.8009
Seefeld,2031,cooperative housing,34.1225
Seefeld,2031,private housing,52.725
Seefeld,2032,cooperative housing,34.1265
Seefeld,2032,private housing,52.6491
Seefeld,2033,cooperative housing,34.1305
Seefeld,2033,private housing,52.5731
Seefeld,2034,cooperative housing,34.1345
Seefeld,2034,private housing,52.4972
Seefeld,2035,cooperative housing,34.1385
Seefeld,2035,private housing,52.4213
Seefeld,2036,cooperative housing,34.1425
Seefeld,2036,private housing,52.3453
Seefeld,2037,cooperative housing,34.1465
Seefeld,2037,private housing,52.2694
Seefeld,2038,cooperative housing,34.1505
Seefeld,2038,private housing,52.1935
Seefeld,2039,cooperative housing,34.1545
Seefeld,2039,private housing,52.1175
Seefeld,2040,cooperative housing,34.1585
Seefeld,2040,private housing,52.0416
Seefeld,2041,cooperative housing,34.1625
Seefeld,2041,private housing,51.9657
Seefeld,2042,cooperative housing,34.1665
Seefeld,2042,private housing,51.8897
Seefeld,2043,cooperative housing,34.1705
Seefeld,2043,private housing,51.8138
Seefeld,2044,cooperative housing,34.1745
Seefeld,2044,private housing,51.7379
Seefeld,2045,cooperative housing,34.1785
Seefeld,2045,private housing,51.6619
Seefeld,2046,cooperative housing,34.1825
Seefeld,2046,private housing,51.586
Seefeld,2047,cooperative housing,34.1865
Seefeld,2047,private housing,51.51
Seefeld,2048,cooperative housing,34.1906
Seefeld,2048,private housing,51.4341
Seefeld,2049,cooperative housing,34.1946
Seefeld,2049,private housing,51.3582
Seefeld,2050,cooperative housing,34.1986
Seefeld,2050,private housing,51.2822
Muehlebach,2021,cooperative housing,34.0824
Muehlebach,2021,private housing,51.1945
Muehlebach,2022,cooperative housing,34.0864
Muehlebach,2022,private housing,51.1474
Muehlebach,2023,cooperative housing,34.0904
Muehlebach,2023,private housing,51.1002
Muehlebach,2024,cooperative housing,34.0944
Muehlebach,2024,private housing,51.0531
Muehlebach,2025,cooperative housing,34.0984
Muehlebach,2025,private housing,51.0059
Muehlebach,2026,cooperative housing,34.1024
Muehlebach,2026,private housing,50.9588
Muehlebach,2027,cooperative housing,34.1064
Muehlebach,2027,private housing,50.9116
Muehlebach,2028,cooperative housing,34.1105
Muehlebach,2028,private housing,50.8645
Muehlebach,2029,cooperative housing,34.1145
Muehlebach,2029,private housing,50.8173
Muehlebach,2030,cooperative housing,34.1185
Muehlebach,2030,private housing,50.7702
Muehlebach,2031,cooperative housing,34.1225
Muehlebach,2031,private housing,50.7231
Muehlebach,2032,cooperative housing,34.1265
Muehlebach,2032,private housing,50.6759
Muehlebach,2033,cooperative housing,34.1305
Muehlebach,2033,private housing,50.6288
Muehlebach,2034,cooperative housing,34.1345
Muehlebach,2034,private housing,50.5816
Muehlebach,2035,cooperative housing,34.1385
Muehlebach,2035,private housing,50.5345
Muehlebach,2036,cooperative housing,34.1425
Muehlebach,2036,private housing,50.4873
Muehlebach,2037,cooperative housing,34.1465
Muehlebach,2037,private housing,50.4402
Muehlebach,2038,cooperative housing,34.1505
Muehlebach,2038,private housing,50.393
Muehlebach,2039,cooperative housing,34.1545
Muehlebach,2039,private housing,50.3459
Muehlebach,2040,cooperative housing,34.1585
Muehlebach,2040,private housing,50.2987
Muehlebach,2041,cooperative housing,34.1625
Muehlebach,2041,private housing,50.2516
Muehlebach,2042,cooperative housing,34.1665
Muehlebach,2042,private housing,50.2044
Muehlebach,2043,cooperative housing,34.1705
Muehlebach,2043,private housing,50.1573
Muehlebach,2044,cooperative housing,34.1745
Muehlebach,2044,private housing,50.1101
Muehlebach,2045,cooperative housing,34.1785
Muehlebach,2045,private housing,50.063
Muehlebach,2046,cooperative housing,34.1825
Muehlebach,2046,private housing,50.0158
Muehlebach,2047,cooperative housing,34.1865
Muehlebach,2047,private housing,49.9687
Muehlebach,2048,cooperative housing,34.1906
Muehlebach,2048,private housing,49.9216
Muehlebach,2049,cooperative housing,34.1946
Muehlebach,2049,private housing,49.8744
Muehlebach,2050,cooperative housing,34.1986
Muehlebach,2050,private housing,49.8273
Weinegg,2021,cooperative housing,34.0824
Weinegg,2021,private housing,46.9612
Weinegg,2022,cooperative housing,34.0864
Weinegg,2022,private housing,46.9601
Weinegg,2023,cooperative housing,34.0904
Weinegg,2023,private housing,46.959
Weinegg,2024,cooperative housing,34.0944
Weinegg,2024,private housing,46.9579
Weinegg,2025,cooperative housing,34.0984
Weinegg,2025,private housing,46.9568
Weinegg,2026,cooperative housing,34.1024
Weinegg,2026,private housing,46.9557
Weinegg,2027,cooperative housing,34.1064
Weinegg,2027,private housing,46.9546
Weinegg,2028,cooperative housing,34.1105
Weinegg,2028,private housing,46.9534
Weinegg,2029,cooperative housing,34.1145
Weinegg,2029,private housing,46.9523
Weinegg,2030,cooperative housing,34.1185
Weinegg,2030,private housing,46.9512
Weinegg,2031,cooperative housing,34.1225
Weinegg,2031,private housing,46.9501
Weinegg,2032,cooperative housing,34.1265
Weinegg,2032,private housing,46.949
Weinegg,2033,cooperative housing,34.1305
Weinegg,2033,private housing,46.9479
Weinegg,2034,cooperative housing,34.1345
Weinegg,2034,private housing,46.9468
Weinegg,2035,cooperative housing,34.1385
Weinegg,2035,private housing,46.9457
Weinegg,2036,cooperative housing,34.1425
Weinegg,2036,private housing,46.9446
Weinegg,2037,cooperative housing,34.1465
Weinegg,2037,private housing,46.9435
Weinegg,2038,cooperative housing,34.1505
Weinegg,2038,private housing,46.9424
Weinegg,2039,cooperative housing,34.1545
Weinegg,2039,private housing,46.9413
Weinegg,2040,cooperative housing,34.1585
Weinegg,2040,private housing,46.9402
Weinegg,2041,cooperative housing,34.1625
Weinegg,2041,private housing,46.939
Weinegg,2042,cooperative housing,34.1665
Weinegg,2042,private housing,46.9379
Weinegg,2043,cooperative housing,34.1705
Weinegg,2043,private housing,46.9368
Weinegg,2044,cooperative housing,34.1745
Weinegg,2044,private housing,46.9357
Weinegg,2045,cooperative housing,34.1785
Weinegg,2045,private housing,46.9346
Weinegg,2046,cooperative housing,34.1825
Weinegg,2046,private housing,46.9335
Weinegg,2047,cooperative housing,34.1865
Weinegg,2047,private housing,46.9324
Weinegg,2048,cooperative housing,34.1906
Weinegg,2048,private housing,46.9313
Weinegg,2049,cooperative housing,34.1946
Weinegg,2049,private housing,46.9302
Weinegg,2050,cooperative housing,34.1986
Weinegg,2050,private housing,46.9291
Albisrieden,2021,cooperative housing,36.2773
Albisrieden,2021,private housing,44.2658
Albisrieden,2022,cooperative housing,36.2731
Albisrieden,2022,private housing,44.2732
Albisrieden,2023,cooperative housing,36.2689
Albisrieden,2023,private housing,44.2806
Albisrieden,2024,cooperative housing,36.2647
Albisrieden,2024,private housing,44.2879
Albisrieden,2025,cooperative housing,36.2604
Albisrieden,2025,private housing,44.2953
Albisrieden,2026,cooperative housing,36.2562
Albisrieden,2026,private housing,44.3026
Albisrieden,2027,cooperative housing,36.252
Albisrieden,2027,private housing,44.31
Albisrieden,2028,cooperative housing,36.2478
Albisrieden,2028,private housing,44.3173
Albisrieden,2029,cooperative housing,36.2436
Albisrieden,2029,private housing,44.3247
Albisrieden,2030,cooperative housing,36.2394
Albisrieden,2030,private housing,44.332
Albisrieden,2031,cooperative housing,36.2351
Albisrieden,2031,private housing,44.3394
Albisrieden,2032,cooperative housing,36.2309
Albisrieden,2032,private housing,44.3467
Albisrieden,2033,cooperative housing,36.2267
Albisrieden,2033,private housing,44.3541
Albisrieden,2034,cooperative housing,36.2225
Albisrieden,2034,private housing,44.3615
Albisrieden,2035,cooperative housing,36.2183
Albisrieden,2035,private housing,44.3688
Albisrieden,2036,cooperative housing,36.2141
Albisrieden,2036,private housing,44.3762
Albisrieden,2037,cooperative housing,36.2099
Albisrieden,2037,private housing,44.3835
Albisrieden,2038,cooperative housing,36.2056
Albisrieden,2038,private housing,44.3909
Albisrieden,2039,cooperative housing,36.2014
Albisrieden,2039,private housing,44.3982
Albisrieden,2040,cooperative housing,36.1972
Albisrieden,2040,private housing,44.4056
Albisrieden,2041,cooperative housing,36.193
Albisrieden,2041,private housing,44.4129
Albisrieden,2042,cooperative housing,36.1888
Albisrieden,2042,private housing,44.4203
Albisrieden,2043,cooperative housing,36.1846
Albisrieden,2043,private housing,44.4276
Albisrieden,2044,cooperative housing,36.1804
Albisrieden,2044,private housing,44.435
Albisrieden,2045,cooperative housing,36.1761
Albisrieden,2045,private housing,44.4424
Albisrieden,2046,cooperative housing,36.1719
Albisrieden,2046,private housing,44.4497
Albisrieden,2047,cooperative housing,36.1677
Albisrieden,2047,private housing,44.4571
Albisrieden,2048,cooperative housing,36.1635
Albisrieden,2048,private housing,44.4644
Albisrieden,2049,cooperative housing,36.1593
Albisrieden,2049,private housing,44.4718
Albisrieden,2050,cooperative housing,36.1551
Albisrieden,2050,private housing,44.4791
Altstetten,2021,cooperative housing,32.6452
Altstetten,2021,private housing,40.8637
Altstetten,2022,cooperative housing,32.6483
Altstetten,2022,private housing,40.9259
Altstetten,2023,cooperative housing,32.6515
Altstetten,2023,private housing,40.9881
Altstetten,2024,cooperative housing,32.6546
Altstetten,2024,private housing,41.0503
Altstetten,2025,cooperative housing,32.6577
Altstetten,2025,private housing,41.1125
Altstetten,2026,cooperative housing,32.6609
Altstetten,2026,private housing,41.1747
Altstetten,2027,cooperative housing,32.664
Altstetten,2027,private housing,41.2369
Altstetten,2028,cooperative housing,32.6672
Altstetten,2028,private housing,41.2991
Altstetten,2029,cooperative housing,32.6703
Altstetten,2029,private housing,41.3613
Altstetten,2030,cooperative housing,32.6734
Altstetten,2030,private housing,41.4235
Altstetten,2031,cooperative housing,32.6766
Altstetten,2031,private housing,41.4857
Altstetten,2032,cooperative housing,32.6797
Altstetten,2032,private housing,41.5479
Altstetten,2033,cooperative housing,32.6829
Altstetten,2033,private housing,41.6101
Altstetten,2034,cooperative housing,32.686
Altstetten,2034,private housing,41.6723
Altstetten,2035,cooperative housing,32.6891
Altstetten,2035,private housing,41.7345
Altstetten,2036,cooperative housing,32.6923
Altstetten,2036,private housing,41.7967
Altstetten,2037,cooperative housing,32.6954
Altstetten,2037,private housing,41.8589
Altstetten,2038,cooperative housing,32.6985
Altstetten,2038,private housing,41.9211
Altstetten,2039,cooperative housing,32.7017
Altstetten,2039,private housing,41.9833
Altstetten,2040,cooperative housing,32.7048
Altstetten,2040,private housing,42.0455
Altstetten,2041,cooperative housing,32.708
Altstetten,2041,private housing,42.1077
Altstetten,2042,cooperative housing,32.7111
Altstetten,2042,private housing,42.1699
Altstetten,2043,cooperative housing,32.7142
Altstetten,2043,private housing,42.2322
Altstetten,2044,cooperative housing,32.7174
Altstetten,2044,private housing,42.2944
Altstetten,2045,cooperative housing,32.7205
Altstetten,2045,private housing,42.3566
Altstetten,2046,cooperative housing,32.7236
Altstetten,2046,private housing,42.4188
Altstetten,2047,cooperative housing,32.7268
Altstetten,2047,private housing,42.481
Altstetten,2048,cooperative housing,32.7299
Altstetten,2048,private housing,42.5432
Altstetten,2049,cooperative housing,32.7331
Altstetten,2049,private housing,42.6054
Altstetten,2050,cooperative housing,32.7362
Altstetten,2050,private housing,42.6676
Hoengg,2021,cooperative housing,36.399
Hoengg,2021,private housing,46.5903
Hoengg,2022,cooperative housing,36.3221
Hoengg,2022,private housing,46.5125
Hoengg,2023,cooperative housing,36.2451
Hoengg,2023,private housing,46.4346
Hoengg,2024,cooperative housing,36.1681
Hoengg,2024,private housing,46.3568
Hoengg,2025,cooperative housing,36.0912
Hoengg,2025,private housing,46.279
Hoengg,2026,cooperative housing,36.0142
Hoengg,2026,private housing,46.2012
Hoengg,2027,cooperative housing,35.9372
Hoengg,2027,private housing,46.1234
Hoengg,2028,cooperative housing,35.8603
Hoengg,2028,private housing,46.0456
Hoengg,2029,cooperative housing,35.7833
Hoengg,2029,private housing,45.9678
Hoengg,2030,cooperative housing,35.7063
Hoengg,2030,private housing,45.89
Hoengg,2031,cooperative housing,35.6294
Hoengg,2031,private housing,45.8122
Hoengg,2032,cooperative housing,35.5524
Hoengg,2032,private housing,45.7344
Hoengg,2033,cooperative housing,35.4754
Hoengg,2033,private housing,45.6566
Hoengg,2034,cooperative housing,35.3985
Hoengg,2034,private housing,45.5788
Hoengg,2035,cooperative housing,35.3215
Hoengg,2035,private housing,45.501
Hoengg,2036,cooperative housing,35.2445
Hoengg,2036,private housing,45.4232
Hoengg,2037,cooperative housing,35.1676
Hoengg,2037,private housing,45.3454
Hoengg,2038,cooperative housing,35.0906
Hoengg,2038,private housing,45.2676
Hoengg,2039,cooperative housing,35.0136
Hoengg,2039,private housing,45.1898
Hoengg,2040,cooperative housing,34.9367
Hoengg,2040,private housing,45.1119
Hoengg,2041,cooperative housing,34.8597
Hoengg,2041,private housing,45.0341
Hoengg,2042,cooperative housing,34.7827
Hoengg,2042,private housing,44.9563
Hoengg,2043,cooperative housing,34.7058
Hoengg,2043,private housing,44.8785
Hoengg,2044,cooperative housing,34.6288
Hoengg,2044,private housing,44.8007
Hoengg,2045,cooperative housing,34.5518
Hoengg,2045,private housing,44.7229
Hoengg,2046,cooperative housing,34.4749
Hoengg,2046,private housing,44.6451
Hoengg,2047,cooperative housing,34.3979
Hoengg,2047,private housing,44.5673
Hoengg,2048,cooperative housing,34.3209
Hoengg,2048,private housing,44.4895
Hoengg,2049,cooperative housing,34.244
Hoengg,2049,private housing,44.4117
Hoengg,2050,cooperative housing,34.167
Hoengg,2050,private housing,44.3339
Wipkingen,2021,cooperative housing,34.0907
Wipkingen,2021,private housing,41.95
Wipkingen,2022,cooperative housing,34.1713
Wipkingen,2022,private housing,41.9215
Wipkingen,2023,cooperative housing,34.252
Wipkingen,2023,private housing,41.8931
Wipkingen,2024,cooperative housing,34.3326
Wipkingen,2024,private housing,41.8646
Wipkingen,2025,cooperative housing,34.4133
Wipkingen,2025,private housing,41.8361
Wipkingen,2026,cooperative housing,34.4939
Wipkingen,2026,private housing,41.8076
Wipkingen,2027,cooperative housing,34.5745
Wipkingen,2027,private housing,41.7791
Wipkingen,2028,cooperative housing,34.6552
Wipkingen,2028,private housing,41.7506
Wipkingen,2029,cooperative housing,34.7358
Wipkingen,2029,private housing,41.7221
Wipkingen,2030,cooperative housing,34.8165
Wipkingen,2030,private housing,41.693600000000004
Wipkingen,2031,cooperative housing,34.8971
Wipkingen,2031,private housing,41.6651
Wipkingen,2032,cooperative housing,34.9777
Wipkingen,2032,private housing,41.6367
Wipkingen,2033,cooperative housing,35.0584
Wipkingen,2033,private housing,41.6082
Wipkingen,2034,cooperative housing,35.139
Wipkingen,2034,private housing,41.5797
Wipkingen,2035,cooperative housing,35.2197
Wipkingen,2035,private housing,41.5512
Wipkingen,2036,cooperative housing,35.3003
Wipkingen,2036,private housing,41.5227
Wipkingen,2037,cooperative housing,35.3809
Wipkingen,2037,private housing,41.4942
Wipkingen,2038,cooperative housing,35.4616
Wipkingen,2038,private housing,41.4657
Wipkingen,2039,cooperative housing,35.5422
Wipkingen,2039,private housing,41.4372
Wipkingen,2040,cooperative housing,35.6229
Wipkingen,2040,private housing,41.4087
Wipkingen,2041,cooperative housing,35.7035
Wipkingen,2041,private housing,41.3802
Wipkingen,2042,cooperative housing,35.7842
Wipkingen,2042,private housing,41.3518
Wipkingen,2043,cooperative housing,35.8648
Wipkingen,2043,private housing,41.3233
Wipkingen,2044,cooperative housing,35.9454
Wipkingen,2044,private housing,41.2948
Wipkingen,2045,cooperative housing,36.0261
Wipkingen,2045,private housing,41.2663
Wipkingen,2046,cooperative housing,36.1067
Wipkingen,2046,private housing,41.2378
Wipkingen,2047,cooperative housing,36.1874
Wipkingen,2047,private housing,41.2093
Wipkingen,2048,cooperative housing,36.268
Wipkingen,2048,private housing,41.1808
Wipkingen,2049,cooperative housing,36.3486
Wipkingen,2049,private housing,41.1523
Wipkingen,2050,cooperative housing,36.4293
Wipkingen,2050,private housing,41.1238
Affoltern,2021,cooperative housing,35.0925
Affoltern,2021,private housing,39.042
Affoltern,2022,cooperative housing,35.1133
Affoltern,2022,private housing,39.0138
Affoltern,2023,cooperative housing,35.1341
Affoltern,2023,private housing,38.9856
Affoltern,2024,cooperative housing,35.1549
Affoltern,2024,private housing,38.9574
Affoltern,2025,cooperative housing,35.1757
Affoltern,2025,private housing,38.9292
Affoltern,2026,cooperative housing,35.1965
Affoltern,2026,private housing,38.901
Affoltern,2027,cooperative housing,35.2172
Affoltern,2027,private housing,38.8728
Affoltern,2028,cooperative housing,35.238
Affoltern,2028,private housing,38.8447
Affoltern,2029,cooperative housing,35.2588
Affoltern,2029,private housing,38.8165
Affoltern,2030,cooperative housing,35.2796
Affoltern,2030,private housing,38.7883
Affoltern,2031,cooperative housing,35.3004
Affoltern,2031,private housing,38.7601
Affoltern,2032,cooperative housing,35.3212
Affoltern,2032,private housing,38.7319
Affoltern,2033,cooperative housing,35.342
Affoltern,2033,private housing,38.7037
Affoltern,2034,cooperative housing,35.3628
Affoltern,2034,private housing,38.6755
Affoltern,2035,cooperative housing,35.3835
Affoltern,2035,private housing,38.6473
Affoltern,2036,cooperative housing,35.4043
Affoltern,2036,private housing,38.6191
Affoltern,2037,cooperative housing,35.4251
Affoltern,2037,private housing,38.5909
Affoltern,2038,cooperative housing,35.4459
Affoltern,2038,private housing,38.5628
Affoltern,2039,cooperative housing,35.4667
Affoltern,2039,private housing,38.5346
Affoltern,2040,cooperative housing,35.4875
Affoltern,2040,private housing,38.5064
Affoltern,2041,cooperative housing,35.5083
Affoltern,2041,private housing,38.4782
Affoltern,2042,cooperative housing,35.529
Affoltern,2042,private housing,38.45
Affoltern,2043,cooperative housing,35.5498
Affoltern,2043,private housing,38.4218
Affoltern,2044,cooperative housing,35.5706
Affoltern,2044,private housing,38.3936
Affoltern,2045,cooperative housing,35.5914
Affoltern,2045,private housing,38.3654
Affoltern,2046,cooperative housing,35.6122
Affoltern,2046,private housing,38.3372
Affoltern,2047,cooperative housing,35.633
Affoltern,2047,private housing,38.309
Affoltern,2048,cooperative housing,35.6538
Affoltern,2048,private housing,38.2808
Affoltern,2049,cooperative housing,35.6746
Affoltern,2049,private housing,38.2527
Affoltern,2050,cooperative housing,35.6953
Affoltern,2050,private housing,38.2245
Oerlikon,2021,cooperative housing,35.409
Oerlikon,2021,private housing,41.24
Oerlikon,2022,cooperative housing,35.3876
Oerlikon,2022,private housing,41.2329
Oerlikon,2023,cooperative housing,35.3661
Oerlikon,2023,private housing,41.2257
Oerlikon,2024,cooperative housing,35.3447
Oerlikon,2024,private housing,41.2186
Oerlikon,2025,cooperative housing,35.3233
Oerlikon,2025,private housing,41.2115
Oerlikon,2026,cooperative housing,35.3019
Oerlikon,2026,private housing,41.2044
Oerlikon,2027,cooperative housing,35.2804
Oerlikon,2027,private housing,41.1972
Oerlikon,2028,cooperative housing,35.259
Oerlikon,2028,private housing,41.1901
Oerlikon,2029,cooperative housing,35.2376
Oerlikon,2029,private housing,41.183
Oerlikon,2030,cooperative housing,35.2161
Oerlikon,2030,private housing,41.1759
Oerlikon,2031,cooperative housing,35.1947
Oerlikon,2031,private housing,41.1688
Oerlikon,2032,cooperative housing,35.1733
Oerlikon,2032,private housing,41.1616
Oerlikon,2033,cooperative housing,35.1519
Oerlikon,2033,private housing,41.1545
Oerlikon,2034,cooperative housing,35.1304
Oerlikon,2034,private housing,41.1474
Oerlikon,2035,cooperative housing,35.109
Oerlikon,2035,private housing,41.1403
Oerlikon,2036,cooperative housing,35.0876
Oerlikon,2036,private housing,41.1331
Oerlikon,2037,cooperative housing,35.0662
Oerlikon,2037,private housing,41.126
Oerlikon,2038,cooperative housing,35.0447
Oerlikon,2038,private housing,41.1189
Oerlikon,2039,cooperative housing,35.0233
Oerlikon,2039,private housing,41.1118
Oerlikon,2040,cooperative housing,35.0019
Oerlikon,2040,private housing,41.1046
Oerlikon,2041,cooperative housing,34.9804
Oerlikon,2041,private housing,41.0975
Oerlikon,2042,cooperative housing,34.959
Oerlikon,2042,private housing,41.0904
Oerlikon,2043,cooperative housing,34.9376
Oerlikon,2043,private housing,41.0833
Oerlikon,2044,cooperative housing,34.9162
Oerlikon,2044,private housing,41.0761
Oerlikon,2045,cooperative housing,34.8947
Oerlikon,2045,private housing,41.069
Oerlikon,2046,cooperative housing,34.8733
Oerlikon,2046,private housing,41.0619
Oerlikon,2047,cooperative housing,34.8519
Oerlikon,2047,private housing,41.0548
Oerlikon,2048,cooperative housing,34.8305
Oerlikon,2048,private housing,41.0476
Oerlikon,2049,cooperative housing,34.809
Oerlikon,2049,private housing,41.0405
Oerlikon,2050,cooperative housing,34.7876
Oerlikon,2050,private housing,41.0334
Seebach,2021,cooperative housing,33.6027
Seebach,2021,private housing,39.5517
Seebach,2022,cooperative housing,33.6584
Seebach,2022,private housing,39.5529
Seebach,2023,cooperative housing,33.7141
Seebach,2023,private housing,39.554
Seebach,2024,cooperative housing,33.7697
Seebach,2024,private housing,39.5552
Seebach,2025,cooperative housing,33.8254
Seebach,2025,private housing,39.5564
Seebach,2026,cooperative housing,33.881100000000004
Seebach,2026,private housing,39.5576
Seebach,2027,cooperative housing,33.9368
Seebach,2027,private housing,39.5587
Seebach,2028,cooperative housing,33.9924
Seebach,2028,private housing,39.5599
Seebach,2029,cooperative housing,34.0481
Seebach,2029,private housing,39.5611
Seebach,2030,cooperative housing,34.1038
Seebach,2030,private housing,39.5622
Seebach,2031,cooperative housing,34.1595
Seebach,2031,private housing,39.5634
Seebach,2032,cooperative housing,34.2151
Seebach,2032,private housing,39.5646
