district,year,origin,cha
Oerlikon,2031,foreign,24.5331
Oerlikon,2032,Swiss,0
Oerlikon,2032,foreign,24.4629
Oerlikon,2033,Swiss,0
Oerlikon,2033,foreign,24.3927
Oerlikon,2034,Swiss,0
Oerlikon,2034,foreign,24.3226
Oerlikon,2035,Swiss,0
Oerlikon,2035,foreign,24.2524
Oerlikon,2036,Swiss,0
Oerlikon,2036,foreign,24.1822
Oerlikon,2037,Swiss,0
Oerlikon,2037,foreign,24.112
Oerlikon,2038,Swiss,0
Oerlikon,2038,foreign,24.0419
Oerlikon,2039,Swiss,0
Oerlikon,2039,foreign,23.9717
Oerlikon,2040,Swiss,0
Oerlikon,2040,foreign,23.9015
Oerlikon,2041,Swiss,0
Oerlikon,2041,foreign,23.8313
Oerlikon,2042,Swiss,0
Oerlikon,2042,foreign,23.7612
Oerlikon,2043,Swiss,0
Oerlikon,2043,foreign,23.691
Oerlikon,2044,Swiss,0
Oerlikon,2044,foreign,23.6208
Oerlikon,2045,Swiss,0
Oerlikon,2045,foreign,23.5506
Oerlikon,2046,Swiss,0
Oerlikon,2046,foreign,23.4805
Oerlikon,2047,Swiss,0
Oerlikon,2047,foreign,23.4103
Oerlikon,2048,Swiss,0
Oerlikon,2048,foreign,23.3401
Oerlikon,2049,Swiss,0
Oerlikon,2049,foreign,23.2699
Oerlikon,2050,Swiss,0
Oerlikon,2050,foreign,23.1998
Seebach,2021,Swiss,0
Seebach,2021,foreign,25.883
Seebach,2022,Swiss,0
Seebach,2022,foreign,25.9252
Seebach,2023,Swiss,0
Seebach,2023,foreign,25.9675
Seebach,2024,Swiss,0
Seebach,2024,foreign,26.0097
Seebach,2025,Swiss,0
Seebach,2025,foreign,26.0519
Seebach,2026,Swiss,0
Seebach,2026,foreign,26.0942
Seebach,2027,Swiss,0
Seebach,2027,foreign,26.1364
Seebach,2028,Swiss,0
Seebach,2028,foreign,26.1786
Seebach,2029,Swiss,0
Seebach,2029,foreign,26.2209
Seebach,2030,Swiss,0
Seebach,2030,foreign,26.2631
Seebach,2031,Swiss,0
Seebach,2031,foreign,26.3053
Seebach,2032,Swiss,0
Seebach,2032,foreign,26.3476
Seebach,2033,Swiss,0
Seebach,2033,foreign,26.3898
Seebach,2034,Swiss,0
Seebach,2034,foreign,26.4321
Seebach,2035,Swiss,0
Seebach,2035,foreign,26.4743
Seebach,2036,Swiss,0
Seebach,2036,foreign,26.5165
Seebach,2037,Swiss,0
Seebach,2037,foreign,26.5588
Seebach,2038,Swiss,0
Seebach,2038,foreign,26.601
Seebach,2039,Swiss,0
Seebach,2039,foreign,26.6432
Seebach,2040,Swiss,0
Seebach,2040,foreign,26.6855
Seebach,2041,Swiss,0
Seebach,2041,foreign,26.7277
Seebach,2042,Swiss,0
Seebach,2042,foreign,26.7699
Seebach,2043,Swiss,0
Seebach,2043,foreign,26.8122
Seebach,2044,Swiss,0
Seebach,2044,foreign,26.8544
Seebach,2045,Swiss,0
Seebach,2045,foreign,26.8966
Seebach,2046,Swiss,0
Seebach,2046,foreign,26.9389
Seebach,2047,Swiss,0
Seebach,2047,foreign,26.9811
Seebach,2048,Swiss,0
Seebach,2048,foreign,27.0234
Seebach,2049,Swiss,0
Seebach,2049,foreign,27.0656
Seebach,2050,Swiss,0
Seebach,2050,foreign,27.1078
Saatlen,2021,Swiss,0.1365
Saatlen,2021,foreign,31.9797
Saatlen,2022,Swiss,0.1348
Saatlen,2022,foreign,32.1051
Saatlen,2023,Swiss,0.1336
Saatlen,2023,foreign,32.2306
Saatlen,2024,Swiss,0.133
Saatlen,2024,foreign,32.356
Saatlen,2025,Swiss,0.1329
Saatlen,2025,foreign,32.4814
Saatlen,2026,Swiss,0.1329
Saatlen,2026,foreign,32.6068
Saatlen,2027,Swiss,0.1329
Saatlen,2027,foreign,32.7323
Saatlen,2028,Swiss,0.1329
Saatlen,2028,foreign,32.8577
Saatlen,2029,Swiss,0.1329
Saatlen,2029,foreign,32.9831
Saatlen,2030,Swiss,0.1329
Saatlen,2030,foreign,33.1086
Saatlen,2031,Swiss,0.1329
Saatlen,2031,foreign,33.234
Saatlen,2032,Swiss,0.1329
Saatlen,2032,foreign,33.3594
Saatlen,2033,Swiss,0.1329
Saatlen,2033,foreign,33.4848
Saatlen,2034,Swiss,0.1329
Saatlen,2034,foreign,33.6103
Saatlen,2035,Swiss,0.1329
Saatlen,2035,foreign,33.7357
Saatlen,2036,Swiss,0.1329
Saatlen,2036,foreign,33.8611
Saatlen,2037,Swiss,0.1329
Saatlen,2037,foreign,33.9865
Saatlen,2038,Swiss,0.1329
Saatlen,2038,foreign,34.112
Saatlen,2039,Swiss,0.1329
Saatlen,2039,foreign,34.2374
Saatlen,2040,Swiss,0.1329
Saatlen,2040,foreign,34.3628
Saatlen,2041,Swiss,0.1329
Saatlen,2041,foreign,34.4883
Saatlen,2042,Swiss,0.1329
Saatlen,2042,foreign,34.6137
Saatlen,2043,Swiss,0.1329
Saatlen,2043,foreign,34.7391
Saatlen,2044,Swiss,0.1329
Saatlen,2044,foreign,34.8645
Saatlen,2045,Swiss,0.1329
Saatlen,2045,foreign,34.99
Saatlen,2046,Swiss,0.1329
Saatlen,2046,foreign,35.1154
Saatlen,2047,Swiss,0.1329
Saatlen,2047,foreign,35.2408
Saatlen,2048,Swiss,0.1329
Saatlen,2048,foreign,35.3662
Saatlen,2049,Swiss,0.1329
Saatlen,2049,foreign,35.4917
Saatlen,2050,Swiss,0.1329
Saatlen,2050,foreign,35.6171
Schwamendingen-Mitte,2021,Swiss,0.1702
Schwamendingen-Mitte,2021,foreign,22.9699
Schwamendingen-Mitte,2022,Swiss,0.1686
Schwamendingen-Mitte,2022,foreign,22.8708
Schwamendingen-Mitte,2023,Swiss,0.1681
Schwamendingen-Mitte,2023,foreign,22.7716
Schwamendingen-Mitte,2024,Swiss,0.1681
Schwamendingen-Mitte,2024,foreign,22.6724
Schwamendingen-Mitte,2025,Swiss,0.1681
Schwamendingen-Mitte,2025,foreign,22.5732
Schwamendingen-Mitte,2026,Swiss,0.1681
Schwamendingen-Mitte,2026,foreign,22.474
Schwamendingen-Mitte,2027,Swiss,0.1681
Schwamendingen-Mitte,2027,foreign,22.3748
Schwamendingen-Mitte,2028,Swiss,0.1681
Schwamendingen-Mitte,2028,foreign,22.2756
Schwamendingen-Mitte,2029,Swiss,0.1681
Schwamendingen-Mitte,2029,foreign,22.1765
Schwamendingen-Mitte,2030,Swiss,0.1681
Schwamendingen-Mitte,2030,foreign,22.0773
Schwamendingen-Mitte,2031,Swiss,0.1681
Schwamendingen-Mitte,2031,foreign,21.9781
Schwamendingen-Mitte,2032,Swiss,0.1681
Schwamendingen-Mitte,2032,foreign,21.8789
Schwamendingen-Mitte,2033,Swiss,0.1681
Schwamendingen-Mitte,2033,foreign,21.7797
Schwamendingen-Mitte,2034,Swiss,0.1681
Schwamendingen-Mitte,2034,foreign,21.6805
Schwamendingen-Mitte,2035,Swiss,0.1681
Schwamendingen-Mitte,2035,foreign,21.5814
Schwamendingen-Mitte,2036,Swiss,0.1681
Schwamendingen-Mitte,2036,foreign,21.4822
Schwamendingen-Mitte,2037,Swiss,0.1681
Schwamendingen-Mitte,2037,foreign,21.383
Schwamendingen-Mitte,2038,Swiss,0.1681
Schwamendingen-Mitte,2038,foreign,21.2838
Schwamendingen-Mitte,2039,Swiss,0.1681
Schwamendingen-Mitte,2039,foreign,21.1846
Schwamendingen-Mitte,2040,Swiss,0.1681
Schwamendingen-Mitte,2040,foreign,21.0854
Schwamendingen-Mitte,2041,Swiss,0.1681
Schwamendingen-Mitte,2041,foreign,20.9862
Schwamendingen-Mitte,2042,Swiss,0.1681
Schwamendingen-Mitte,2042,foreign,20.8871
Schwamendingen-Mitte,2043,Swiss,0.1681
Schwamendingen-Mitte,2043,foreign,20.7879
Schwamendingen-Mitte,2044,Swiss,0.1681
Schwamendingen-Mitte,2044,foreign,20.6887
Schwamendingen-Mitte,2045,Swiss,0.1681
Schwamendingen-Mitte,2045,foreign,20.5895
Schwamendingen-Mitte,2046,Swiss,0.1681
Schwamendingen-Mitte,2046,foreign,20.4903
Schwamendingen-Mitte,2047,Swiss,0.1681
Schwamendingen-Mitte,2047,foreign,20.3911
Schwamendingen-Mitte,2048,Swiss,0.1681
Schwamendingen-Mitte,2048,foreign,20.292
Schwamendingen-Mitte,2049,Swiss,0.1681
Schwamendingen-Mitte,2049,foreign,20.1928
Schwamendingen-Mitte,2050,Swiss,0.1681
Schwamendingen-Mitte,2050,foreign,20.0936
Hirzenbach,2021,Swiss,0
Hirzenbach,2021,foreign,25.0063
Hirzenbach,2022,Swiss,0
Hirzenbach,2022,foreign,25.1803
Hirzenbach,2023,Swiss,0
Hirzenbach,2023,foreign,25.3542
Hirzenbach,2024,Swiss,0
Hirzenbach,2024,foreign,25.5281
Hirzenbach,2025,Swiss,0
Hirzenbach,2025,foreign,25.7021
Hirzenbach,2026,Swiss,0
Hirzenbach,2026,foreign,25.876
Hirzenbach,2027,Swiss,0
Hirzenbach,2027,foreign,26.0499
Hirzenbach,2028,Swiss,0
Hirzenbach,2028,foreign,26.2239
Hirzenbach,2029,Swiss,0
Hirzenbach,2029,foreign,26.3978
Hirzenbach,2030,Swiss,0
Hirzenbach,2030,foreign,26.5717
Hirzenbach,2031,Swiss,0
Hirzenbach,2031,foreign,26.7456
Hirzenbach,2032,Swiss,0
Hirzenbach,2032,foreign,26.9196
Hirzenbach,2033,Swiss,0
Hirzenbach,2033,foreign,27.0935
Hirzenbach,2034,Swiss,0
Hirzenbach,2034,foreign,27.2674
Hirzenbach,2035,Swiss,0
Hirzenbach,2035,foreign,27.4381
Hirzenbach,2036,Swiss,0
Hirzenbach,2036,foreign,27.5954
Hirzenbach,2037,Swiss,0
Hirzenbach,2037,foreign,27.7392
Hirzenbach,2038,Swiss,0
Hirzenbach,2038,foreign,27.8697
Hirzenbach,2039,Swiss,0
Hirzenbach,2039,foreign,27.9869
Hirzenbach,2040,Swiss,0
Hirzenbach,2040,foreign,28.0906
Hirzenbach,2041,Swiss,0
Hirzenbach,2041,foreign,28.181
Hirzenbach,2042,Swiss,0
Hirzenbach,2042,foreign,28.258
Hirzenbach,2043,Swiss,0
Hirzenbach,2043,foreign,28.3216
Hirzenbach,2044,Swiss,0
Hirzenbach,2044,foreign,28.3718
Hirzenbach,2045,Swiss,0
Hirzenbach,2045,foreign,28.4086
Hirzenbach,2046,Swiss,0
Hirzenbach,2046,foreign,28.4321
Hirzenbach,2047,Swiss,0
Hirzenbach,2047,foreign,28.4422
Hirzenbach,2048,Swiss,0
Hirzenbach,2048,foreign,28.4422
Hirzenbach,2049,Swiss,0
Hirzenbach,2049,foreign,28.4422
Hirzenbach,2050,Swiss,0
Hirzenbach,2050,foreign,28.4422
