year,age,sex,mor
2030,116,male,100
2030,116,female,100
2030,117,male,100
2030,117,female,100
2030,118,male,100
2030,118,female,100
2030,119,male,100
2030,119,female,100
2030,120,male,100
2030,120,female,100
2031,0,male,0.3509
2031,0,female,0.4013
2031,1,male,0.0466
2031,1,female,0.0428
2031,2,male,0.024
2031,2,female,0.0183
2031,3,male,0.0175
2031,3,female,0.0118
2031,4,male,0.0127
2031,4,female,0.0085
2031,5,male,0.0093
2031,5,female,0.0068
2031,6,male,0.0067
2031,6,female,0.0062
2031,7,male,0.0049
2031,7,female,0.0059
2031,8,male,0.0036
2031,8,female,0.0061
2031,9,male,0.003
2031,9,female,0.0064
2031,10,male,0.0029
2031,10,female,0.007
2031,11,male,0.0029
2031,11,female,0.0074
2031,12,male,0.0029
2031,12,female,0.0076
2031,13,male,0.0034
2031,13,female,0.0078
2031,14,male,0.0048
2031,14,female,0.0082
2031,15,male,0.0086
2031,15,female,0.0094
2031,16,male,0.015
2031,16,female,0.0119
2031,17,male,0.0252
2031,17,female,0.0158
2031,18,male,0.0386
2031,18,female,0.0208
2031,19,male,0.0522
2031,19,female,0.0256
2031,20,male,0.0601
2031,20,female,0.028
2031,21,male,0.0609
2031,21,female,0.028
2031,22,male,0.0571
2031,22,female,0.0264
2031,23,male,0.0516
2031,23,female,0.0242
2031,24,male,0.0468
2031,24,female,0.0226
2031,25,male,0.0434
2031,25,female,0.0213
2031,26,male,0.0407
2031,26,female,0.0205
2031,27,male,0.0387
2031,27,female,0.0201
2031,28,male,0.0376
2031,28,female,0.0202
2031,29,male,0.0373
2031,29,female,0.0205
2031,30,male,0.0374
2031,30,female,0.0211
2031,31,male,0.0382
2031,31,female,0.0222
2031,32,male,0.0395
2031,32,female,0.0234
2031,33,male,0.0412
2031,33,female,0.025
2031,34,male,0.0433
2031,34,female,0.0268
2031,35,male,0.0459
2031,35,female,0.0287
2031,36,male,0.0492
2031,36,female,0.031
2031,37,male,0.0531
2031,37,female,0.0337
2031,38,male,0.0579
2031,38,female,0.0368
2031,39,male,0.0635
2031,39,female,0.0406
2031,40,male,0.0703
2031,40,female,0.045
2031,41,male,0.0782
2031,41,female,0.0502
2031,42,male,0.0875
2031,42,female,0.056
2031,43,male,0.0981
2031,43,female,0.0629
2031,44,male,0.11
2031,44,female,0.0703
2031,45,male,0.1234
2031,45,female,0.0787
2031,46,male,0.1379
2031,46,female,0.0878
2031,47,male,0.1537
2031,47,female,0.0973
2031,48,male,0.1705
2031,48,female,0.1076
2031,49,male,0.1885
2031,49,female,0.1185
2031,50,male,0.2077
2031,50,female,0.1298
2031,51,male,0.2282
2031,51,female,0.1422
2031,52,male,0.2503
2031,52,female,0.1554
2031,53,male,0.2743
2031,53,female,0.1696
2031,54,male,0.3007
2031,54,female,0.1856
2031,55,male,0.3297
2031,55,female,0.2032
2031,56,male,0.3617
2031,56,female,0.223
2031,57,male,0.3969
2031,57,female,0.2451
2031,58,male,0.436
2031,58,female,0.2695
2031,59,male,0.4789
2031,59,female,0.2963
2031,60,male,0.5263
2031,60,female,0.3261
2031,61,male,0.5778
2031,61,female,0.358
2031,62,male,0.6341
2031,62,female,0.3929
2031,63,male,0.696
2031,63,female,0.4307
2031,64,male,0.7643
2031,64,female,0.4726
2031,65,male,0.8394
2031,65,female,0.5188
2031,66,male,0.9229
2031,66,female,0.5696
2031,67,male,1.0155
2031,67,female,0.626
2031,68,male,1.1187
2031,68,female,0.689
2031,69,male,1.2339
2031,69,female,0.7589
2031,70,male,1.363
2031,70,female,0.8379
2031,71,male,1.5068
2031,71,female,0.9261
2031,72,male,1.6685
2031,72,female,1.0264
2031,73,male,1.8491
2031,73,female,1.1395
2031,74,male,2.0522
2031,74,female,1.2677
2031,75,male,2.2775
2031,75,female,1.413
2031,76,male,2.5318
2031,76,female,1.5783
2031,77,male,2.8151
2031,77,female,1.767
2031,78,male,3.1329
2031,78,female,1.9825
2031,79,male,3.4871
2031,79,female,2.2288
2031,80,male,3.8861
2031,80,female,2.5115
2031,81,male,4.3272
2031,81,female,2.834
2031,82,male,4.8246
2031,82,female,3.2064
2031,83,male,5.3788
2031,83,female,3.6336
2031,84,male,5.9996
2031,84,female,4.1265
2031,85,male,6.6963
2031,85,female,4.6963
2031,86,male,7.4746
2031,86,female,5.3574
2031,87,male,8.356
2031,87,female,6.1198
2031,88,male,9.3489
2031,88,female,7.0077
2031,89,male,10.4697
2031,89,female,8.0389
2031,90,male,11.7384
2031,90,female,9.2411
2031,91,male,13.1709
2031,91,female,10.6375
2031,92,male,14.8181
2031,92,female,12.2854
2031,93,male,16.7056
2031,93,female,14.2171
2031,94,male,18.8645
2031,94,female,16.4789
2031,95,male,21.3546
2031,95,female,19.1481
2031,96,male,24.2084
2031,96,female,22.2476
2031,97,male,27.5031
2031,97,female,25.8671
2031,98,male,31.2974
2031,98,female,30.0546
2031,99,male,36.1069
2031,99,female,34.4566
2031,100,male,41.5079
2031,100,female,39.4445
2031,101,male,47.5726
2031,101,female,45.0038
2031,102,male,54.4198
2031,102,female,51.2854
2031,103,male,61.9418
2031,103,female,57.9178
2031,104,male,69.2181
2031,104,female,65.0403
2031,105,male,77.5271
2031,105,female,72.5125
2031,106,male,82.7863
2031,106,female,76.6698
2031,107,male,100
2031,107,female,80.2033
2031,108,male,100
2031,108,female,100
2031,109,male,100
2031,109,female,100
2031,110,male,100
2031,110,female,100
2031,111,male,100
2031,111,female,100
2031,112,male,100
2031,112,female,100
2031,113,male,100
2031,113,female,100
2031,114,male,100
2031,114,female,100
2031,115,male,100
2031,115,female,100
2031,116,male,100
2031,116,female,100
2031,117,male,100
2031,117,female,100
2031,118,male,100
2031,118,female,100
2031,119,male,100
2031,119,female,100
2031,120,male,100
2031,120,female,100
2032,0,male,0.3447
2032,0,female,0.395
2032,1,male,0.0466
2032,1,female,0.0425
2032,2,male,0.024
2032,2,female,0.0179
2032,3,male,0.0173
2032,3,female,0.0116
2032,4,male,0.0126
2032,4,female,0.0084
2032,5,male,0.0091
2032,5,female,0.0067
2032,6,male,0.0066
2032,6,female,0.0058
2032,7,male,0.0046
2032,7,female,0.0057
2032,8,male,0.0035
2032,8,female,0.0059
2032,9,male,0.0029
2032,9,female,0.0063
2032,10,male,0.0026
2032,10,female,0.0068
2032,11,male,0.0028
2032,11,female,0.0072
2032,12,male,0.0026
2032,12,female,0.0074
2032,13,male,0.0031
2032,13,female,0.0076
2032,14,male,0.0045
2032,14,female,0.008
2032,15,male,0.0083
2032,15,female,0.0092
2032,16,male,0.0146
2032,16,female,0.0115
2032,17,male,0.0248
2032,17,female,0.0156
2032,18,male,0.0381
2032,18,female,0.0206
2032,19,male,0.0518
2032,19,female,0.0254
2032,20,male,0.0597
2032,20,female,0.0277
2032,21,male,0.0605
2032,21,female,0.0277
2032,22,male,0.0565
2032,22,female,0.026
2032,23,male,0.051
2032,23,female,0.0239
2032,24,male,0.0464
2032,24,female,0.0223
2032,25,male,0.0427
2032,25,female,0.021
2032,26,male,0.0401
2032,26,female,0.0202
2032,27,male,0.0382
2032,27,female,0.0198
2032,28,male,0.037
2032,28,female,0.0198
2032,29,male,0.0366
2032,29,female,0.0201
2032,30,male,0.0367
2032,30,female,0.0207
2032,31,male,0.0374
2032,31,female,0.0217
2032,32,male,0.0386
2032,32,female,0.023
2032,33,male,0.0404
2032,33,female,0.0245
2032,34,male,0.0425
2032,34,female,0.0261
2032,35,male,0.0451
2032,35,female,0.0281
2032,36,male,0.0483
2032,36,female,0.0304
2032,37,male,0.0521
2032,37,female,0.033
2032,38,male,0.0568
2032,38,female,0.0361
2032,39,male,0.0623
2032,39,female,0.0398
2032,40,male,0.069
2032,40,female,0.0442
2032,41,male,0.0769
2032,41,female,0.0492
2032,42,male,0.086
2032,42,female,0.0552
2032,43,male,0.0965
2032,43,female,0.0618
2032,44,male,0.1083
2032,44,female,0.0693
2032,45,male,0.1214
2032,45,female,0.0774
2032,46,male,0.1359
2032,46,female,0.0864
2032,47,male,0.1512
2032,47,female,0.0958
2032,48,male,0.168
2032,48,female,0.1059
2032,49,male,0.1856
2032,49,female,0.1166
2032,50,male,0.2045
2032,50,female,0.1278
2032,51,male,0.2248
2032,51,female,0.1398
2032,52,male,0.2465
2032,52,female,0.1528
2032,53,male,0.2701
2032,53,female,0.167
2032,54,male,0.2959
2032,54,female,0.1824
2032,55,male,0.3243
2032,55,female,0.1998
2032,56,male,0.3558
2032,56,female,0.219
2032,57,male,0.3905
2032,57,female,0.2405
2032,58,male,0.4288
2032,58,female,0.2645
2032,59,male,0.4712
2032,59,female,0.291
2032,60,male,0.5177
2032,60,female,0.32
2032,61,male,0.5687
2032,61,female,0.3518
2032,62,male,0.6239
2032,62,female,0.3857
2032,63,male,0.6849
2032,63,female,0.4233
2032,64,male,0.7521
2032,64,female,0.4643
2032,65,male,0.8265
2032,65,female,0.5097
2032,66,male,0.9087
2032,66,female,0.56
2032,67,male,1
2032,67,female,0.6153
2032,68,male,1.1016
2032,68,female,0.6772
2032,69,male,1.2151
2032,69,female,0.7465
2032,70,male,1.3421
2032,70,female,0.8235
2032,71,male,1.4844
2032,71,female,0.911
2032,72,male,1.6429
2032,72,female,1.0089
2032,73,male,1.8216
2032,73,female,1.1205
2032,74,male,2.0207
2032,74,female,1.2466
2032,75,male,2.2445
2032,75,female,1.3898
2032,76,male,2.4929
2032,76,female,1.5522
2032,77,male,2.773
2032,77,female,1.7376
2032,78,male,3.0848
2032,78,female,1.9494
2032,79,male,3.4346
2032,79,female,2.1919
2032,80,male,3.8242
2032,80,female,2.4693
2032,81,male,4.2628
2032,81,female,2.788
2032,82,male,4.7482
2032,82,female,3.1525
2032,83,male,5.2955
2032,83,female,3.5741
2032,84,male,5.9068
2032,84,female,4.0588
2032,85,male,6.5924
2032,85,female,4.6192
2032,86,male,7.3633
2032,86,female,5.2683
2032,87,male,8.2276
2032,87,female,6.0235
2032,88,male,9.2068
2032,88,female,6.8955
2032,89,male,10.3148
2032,89,female,7.9139
2032,90,male,11.5676
2032,90,female,9.099
2032,91,male,12.989
2032,91,female,10.4824
2032,92,male,14.5962
2032,92,female,12.0905
2032,93,male,16.4541
2032,93,female,13.9915
2032,94,male,18.5854
2032,94,female,16.2209
2032,95,male,21.0297
2032,95,female,18.831
2032,96,male,23.8504
2032,96,female,21.9054
2032,97,male,27.0749
2032,97,female,25.4657
2032,98,male,30.8278
2032,98,female,29.5929
2032,99,male,35.5221
2032,99,female,33.9567
2032,100,male,40.9344
2032,100,female,38.9001
2032,101,male,46.9768
2032,101,female,44.4321
2032,102,male,53.673
2032,102,female,50.5212
2032,103,male,61.0204
2032,103,female,57.2593
2032,104,male,69.0017
2032,104,female,64.0651
2032,105,male,76.889
2032,105,female,70.8713
2032,106,male,82.449
2032,106,female,76.8809
2032,107,male,80.5819
2032,107,female,78.4693
2032,108,male,100
2032,108,female,96.1017
2032,109,male,100
2032,109,female,100
2032,110,male,100
2032,110,female,100
2032,111,male,100
2032,111,female,100
2032,112,male,100
2032,112,female,100
2032,113,male,100
2032,113,female,100
2032,114,male,100
2032,114,female,100
2032,115,male,100
2032,115,female,100
2032,116,male,100
2032,116,female,100
2032,117,male,100
2032,117,female,100
2032,118,male,100
2032,118,female,100
2032,119,male,100
2032,119,female,100
2032,120,male,100
2032,120,female,100
2033,0,male,0.3384
2033,0,female,0.3887
2033,1,male,0.0466
2033,1,female,0.0422
2033,2,male,0.0238
2033,2,female,0.0176
2033,3,male,0.0172
2033,3,female,0.0114
2033,4,male,0.0125
2033,4,female,0.008
2033,5,male,0.009
2033,5,female,0.0065
2033,6,male,0.0063
2033,6,female,0.0056
2033,7,male,0.0045
2033,7,female,0.0055
2033,8,male,0.0032
2033,8,female,0.0057
2033,9,male,0.0028
2033,9,female,0.0061
2033,10,male,0.0026
2033,10,female,0.0067
2033,11,male,0.0026
2033,11,female,0.007
2033,12,male,0.0023
2033,12,female,0.0072
2033,13,male,0.0028
2033,13,female,0.0074
2033,14,male,0.0044
2033,14,female,0.0078
2033,15,male,0.0079
2033,15,female,0.0089
2033,16,male,0.0141
2033,16,female,0.0114
2033,17,male,0.0243
2033,17,female,0.0154
2033,18,male,0.0377
2033,18,female,0.0203
2033,19,male,0.0512
2033,19,female,0.025
2033,20,male,0.0591
2033,20,female,0.0275
2033,21,male,0.06
2033,21,female,0.0273
2033,22,male,0.056
2033,22,female,0.0257
2033,23,male,0.0505
2033,23,female,0.0236
2033,24,male,0.0458
2033,24,female,0.0219
2033,25,male,0.0422
2033,25,female,0.0207
2033,26,male,0.0395
2033,26,female,0.0199
2033,27,male,0.0376
2033,27,female,0.0195
2033,28,male,0.0364
2033,28,female,0.0195
2033,29,male,0.0358
2033,29,female,0.0197
2033,30,male,0.036
2033,30,female,0.0203
2033,31,male,0.0367
2033,31,female,0.0213
2033,32,male,0.0378
2033,32,female,0.0224
2033,33,male,0.0395
2033,33,female,0.0239
2033,34,male,0.0416
2033,34,female,0.0256
2033,35,male,0.0441
2033,35,female,0.0275
2033,36,male,0.0473
2033,36,female,0.0298
2033,37,male,0.0511
2033,37,female,0.0324
2033,38,male,0.0557
2033,38,female,0.0354
2033,39,male,0.0611
2033,39,female,0.0391
2033,40,male,0.0677
2033,40,female,0.0434
2033,41,male,0.0755
2033,41,female,0.0484
2033,42,male,0.0846
2033,42,female,0.0542
2033,43,male,0.0949
2033,43,female,0.0608
2033,44,male,0.1066
2033,44,female,0.0682
2033,45,male,0.1196
2033,45,female,0.0764
2033,46,male,0.1336
2033,46,female,0.0851
2033,47,male,0.149
2033,47,female,0.0945
2033,48,male,0.1651
2033,48,female,0.1043
2033,49,male,0.1826
2033,49,female,0.1147
2033,50,male,0.2011
2033,50,female,0.1258
2033,51,male,0.221
2033,51,female,0.1376
2033,52,male,0.2425
2033,52,female,0.1502
2033,53,male,0.2656
2033,53,female,0.1643
2033,54,male,0.291
2033,54,female,0.1795
2033,55,male,0.3189
2033,55,female,0.1963
2033,56,male,0.3497
2033,56,female,0.2152
2033,57,male,0.3838
2033,57,female,0.2363
2033,58,male,0.4214
2033,58,female,0.2598
2033,59,male,0.4629
2033,59,female,0.2858
2033,60,male,0.5088
2033,60,female,0.3142
2033,61,male,0.5587
2033,61,female,0.3452
2033,62,male,0.6135
2033,62,female,0.3791
2033,63,male,0.6734
2033,63,female,0.4157
2033,64,male,0.7394
2033,64,female,0.4564
2033,65,male,0.8125
2033,65,female,0.5009
2033,66,male,0.8938
2033,66,female,0.5503
2033,67,male,0.9836
2033,67,female,0.605
2033,68,male,1.0836
2033,68,female,0.6656
2033,69,male,1.1954
2033,69,female,0.7337
2033,70,male,1.3203
2033,70,female,0.8101
2033,71,male,1.4601
2033,71,female,0.8955
2033,72,male,1.617
2033,72,female,0.9925
2033,73,male,1.7917
2033,73,female,1.1014
2033,74,male,1.9884
2033,74,female,1.2257
2033,75,male,2.2079
2033,75,female,1.3666
2033,76,male,2.4543
2033,76,female,1.527
2033,77,male,2.7276
2033,77,female,1.709
2033,78,male,3.0355
2033,78,female,1.9171
2033,79,male,3.3782
2033,79,female,2.1554
2033,80,male,3.7626
2033,80,female,2.4283
2033,81,male,4.1905
2033,81,female,2.7412
2033,82,male,4.6726
2033,82,female,3.1014
2033,83,male,5.2066
2033,83,female,3.5142
2033,84,male,5.8095
2033,84,female,3.9923
2033,85,male,6.4839
2033,85,female,4.5433
2033,86,male,7.2417
2033,86,female,5.182
2033,87,male,8.0962
2033,87,female,5.9234
2033,88,male,9.0577
2033,88,female,6.7876
2033,89,male,10.1483
2033,89,female,7.788
2033,90,male,11.3854
2033,90,female,8.9586
2033,91,male,12.7909
2033,91,female,10.3228
2033,92,male,14.3867
2033,92,female,11.9169
2033,93,male,16.1909
2033,93,female,13.7709
2033,94,male,18.2857
2033,94,female,15.9647
2033,95,male,20.7006
2033,95,female,18.5366
2033,96,male,23.4635
2033,96,female,21.5423
2033,97,male,26.6532
2033,97,female,25.0801
2033,98,male,30.3281
2033,98,female,29.1334
2033,99,male,34.9645
2033,99,female,33.4262
2033,100,male,40.2603
2033,100,female,38.324
2033,101,male,46.3506
2033,101,female,43.8138
2033,102,male,53.0239
2033,102,female,49.8525
2033,103,male,60.1114
2033,103,female,56.3778
2033,104,male,67.5104
2033,104,female,63.5276
2033,105,male,76.4211
2033,105,female,70.4151
2033,106,male,83.7451
2033,106,female,75.9266
2033,107,male,85.8453
2033,107,female,80.0587
2033,108,male,100
2033,108,female,99.3059
2033,109,male,100
2033,109,female,100
2033,110,male,100
2033,110,female,100
2033,111,male,100
2033,111,female,100
2033,112,male,100
2033,112,female,100
2033,113,male,100
2033,113,female,100
2033,114,male,100
2033,114,female,100
2033,115,male,100
2033,115,female,100
2033,116,male,100
2033,116,female,100
2033,117,male,100
2033,117,female,100
2033,118,male,100
2033,118,female,100
2033,119,male,100
2033,119,female,100
2033,120,male,100
2033,120,female,100
2034,0,male,0.3325
2034,0,female,0.3824
2034,1,male,0.0466
2034,1,female,0.0418
2034,2,male,0.0238
2034,2,female,0.0174
2034,3,male,0.0172
2034,3,female,0.0111
2034,4,male,0.0125
2034,4,female,0.0078
2034,5,male,0.0088
2034,5,female,0.0063
2034,6,male,0.0062
2034,6,female,0.0055
2034,7,male,0.0043
2034,7,female,0.0053
2034,8,male,0.0032
2034,8,female,0.0055
2034,9,male,0.0025
2034,9,female,0.0059
2034,10,male,0.0025
2034,10,female,0.0065
2034,11,male,0.0023
2034,11,female,0.0069
2034,12,male,0.0025
2034,12,female,0.0071
2034,13,male,0.0025
2034,13,female,0.0072
2034,14,male,0.0041
2034,14,female,0.0076
2034,15,male,0.0076
2034,15,female,0.0087
2034,16,male,0.0137
2034,16,female,0.0112
2034,17,male,0.0239
2034,17,female,0.0151
2034,18,male,0.0373
2034,18,female,0.0201
2034,19,male,0.0508
2034,19,female,0.0249
2034,20,male,0.0587
2034,20,female,0.0272
2034,21,male,0.0594
2034,21,female,0.0271
2034,22,male,0.0554
2034,22,female,0.0253
2034,23,male,0.0499
2034,23,female,0.0232
2034,24,male,0.0452
2034,24,female,0.0216
2034,25,male,0.0417
2034,25,female,0.0203
2034,26,male,0.039
2034,26,female,0.0195
2034,27,male,0.037
2034,27,female,0.0191
2034,28,male,0.0358
2034,28,female,0.019
2034,29,male,0.0352
2034,29,female,0.0192
2034,30,male,0.0353
2034,30,female,0.0199
2034,31,male,0.036
2034,31,female,0.0207
2034,32,male,0.0372
2034,32,female,0.022
2034,33,male,0.0387
2034,33,female,0.0234
2034,34,male,0.0408
2034,34,female,0.0251
2034,35,male,0.0434
2034,35,female,0.0269
2034,36,male,0.0464
2034,36,female,0.0291
2034,37,male,0.0501
2034,37,female,0.0317
2034,38,male,0.0546
2034,38,female,0.0348
2034,39,male,0.06
2034,39,female,0.0383
2034,40,male,0.0665
2034,40,female,0.0425
2034,41,male,0.0741
2034,41,female,0.0475
2034,42,male,0.0831
2034,42,female,0.0533
2034,43,male,0.0934
2034,43,female,0.0598
2034,44,male,0.105
2034,44,female,0.0672
2034,45,male,0.1177
2034,45,female,0.0752
2034,46,male,0.1317
2034,46,female,0.0839
2034,47,male,0.1466
2034,47,female,0.093
2034,48,male,0.1627
2034,48,female,0.1027
2034,49,male,0.1798
2034,49,female,0.1129
2034,50,male,0.1981
2034,50,female,0.1237
2034,51,male,0.2175
2034,51,female,0.1353
2034,52,male,0.2385
2034,52,female,0.1479
2034,53,male,0.2614
2034,53,female,0.1614
2034,54,male,0.2863
2034,54,female,0.1766
2034,55,male,0.3138
2034,55,female,0.1932
2034,56,male,0.3441
2034,56,female,0.2116
2034,57,male,0.3777
2034,57,female,0.2322
2034,58,male,0.4147
2034,58,female,0.2551
2034,59,male,0.4555
2034,59,female,0.2805
2034,60,male,0.5004
2034,60,female,0.3087
2034,61,male,0.5498
2034,61,female,0.339
2034,62,male,0.6035
2034,62,female,0.3722
2034,63,male,0.6628
2034,63,female,0.4086
2034,64,male,0.7277
2034,64,female,0.4481
2034,65,male,0.7997
2034,65,female,0.4922
2034,66,male,0.8797
2034,66,female,0.5407
2034,67,male,0.9685
2034,67,female,0.5944
2034,68,male,1.0671
2034,68,female,0.6544
2034,69,male,1.1772
2034,69,female,0.7212
2034,70,male,1.3004
2034,70,female,0.7962
2034,71,male,1.4381
2034,71,female,0.8808
2034,72,male,1.5923
2034,72,female,0.9755
2034,73,male,1.7655
2034,73,female,1.0834
2034,74,male,1.9583
2034,74,female,1.2049
2034,75,male,2.1753
2034,75,female,1.3437
2034,76,male,2.4172
2034,76,female,1.5014
2034,77,male,2.6886
2034,77,female,1.681
2034,78,male,2.9897
2034,78,female,1.8856
2034,79,male,3.3285
2034,79,female,2.1195
2034,80,male,3.7056
2034,80,female,2.3878
2034,81,male,4.1286
2034,81,female,2.6958
2034,82,male,4.5999
2034,82,female,3.0493
2034,83,male,5.1306
2034,83,female,3.4573
2034,84,male,5.7199
2034,84,female,3.9256
2034,85,male,6.3857
2034,85,female,4.4691
2034,86,male,7.1322
2034,86,female,5.0972
2034,87,male,7.9737
2034,87,female,5.8265
2034,88,male,8.9239
2034,88,female,6.6751
2034,89,male,10
2034,89,female,7.6666
2034,90,male,11.2188
2034,90,female,8.8167
2034,91,male,12.6078
2034,91,female,10.1646
2034,92,male,14.1897
2034,92,female,11.7369
2034,93,male,15.9852
2034,93,female,13.5765
2034,94,male,18.0168
2034,94,female,15.7153
2034,95,male,20.3915
2034,95,female,18.2466
2034,96,male,23.1246
2034,96,female,21.2108
2034,97,male,26.2573
2034,97,female,24.6655
2034,98,male,29.8912
2034,98,female,28.6986
2034,99,male,34.4123
2034,99,female,32.932
2034,100,male,39.6715
2034,100,female,37.7476
2034,101,male,45.566
2034,101,female,43.2061
2034,102,male,52.2708
2034,102,female,49.2216
2034,103,male,59.5638
2034,103,female,55.7405
2034,104,male,66.8014
2034,104,female,62.5304
2034,105,male,74.8627
2034,105,female,69.9344
2034,106,male,83.0854
2034,106,female,75.5178
2034,107,male,85.3363
2034,107,female,78.4793
2034,108,male,100
2034,108,female,98.8231
2034,109,male,100
2034,109,female,100
2034,110,male,100
2034,110,female,100
2034,111,male,100
2034,111,female,100
2034,112,male,100
2034,112,female,100
2034,113,male,100
2034,113,female,100
2034,114,male,100
2034,114,female,100
2034,115,male,100
2034,115,female,100
2034,116,male,100
2034,116,female,100
2034,117,male,100
2034,117,female,100
2034,118,male,100
2034,118,female,100
2034,119,male,100
2034,119,female,100
2034,120,male,100
2034,120,female,100
2035,0,male,0.3268
2035,0,female,0.3768
2035,1,male,0.0466
2035,1,female,0.0416
2035,2,male,0.0238
2035,2,female,0.0172
2035,3,male,0.017
2035,3,female,0.0109
2035,4,male,0.0123
2035,4,female,0.0077
2035,5,male,0.0087
2035,5,female,0.0061
2035,6,male,0.006
2035,6,female,0.0053
2035,7,male,0.0042
2035,7,female,0.0051
2035,8,male,0.003
2035,8,female,0.0053
2035,9,male,0.0026
2035,9,female,0.0057
2035,10,male,0.0025
2035,10,female,0.0063
2035,11,male,0.0023
2035,11,female,0.0067
2035,12,male,0.0023
2035,12,female,0.0069
2035,13,male,0.0022
2035,13,female,0.0071
2035,14,male,0.004
2035,14,female,0.0074
2035,15,male,0.0073
2035,15,female,0.0085
2035,16,male,0.0134
2035,16,female,0.011
2035,17,male,0.0235
2035,17,female,0.0149
2035,18,male,0.0368
2035,18,female,0.0199
2035,19,male,0.0503
2035,19,female,0.0247
2035,20,male,0.0582
2035,20,female,0.027
2035,21,male,0.059
2035,21,female,0.0268
2035,22,male,0.055
2035,22,female,0.0252
2035,23,male,0.0495
2035,23,female,0.0231
2035,24,male,0.0448
2035,24,female,0.0213
2035,25,male,0.0412
2035,25,female,0.0202
2035,26,male,0.0385
2035,26,female,0.0192
2035,27,male,0.0365
2035,27,female,0.0189
2035,28,male,0.0353
2035,28,female,0.0187
2035,29,male,0.0347
2035,29,female,0.019
2035,30,male,0.0347
2035,30,female,0.0196
2035,31,male,0.0353
2035,31,female,0.0205
2035,32,male,0.0365
2035,32,female,0.0216
2035,33,male,0.038
2035,33,female,0.0229
2035,34,male,0.04
2035,34,female,0.0246
2035,35,male,0.0426
2035,35,female,0.0265
2035,36,male,0.0455
2035,36,female,0.0286
2035,37,male,0.0492
2035,37,female,0.0312
2035,38,male,0.0537
2035,38,female,0.0341
2035,39,male,0.059
2035,39,female,0.0377
2035,40,male,0.0654
2035,40,female,0.0418
2035,41,male,0.0729
2035,41,female,0.0467
2035,42,male,0.0817
2035,42,female,0.0523
2035,43,male,0.0919
2035,43,female,0.0589
2035,44,male,0.1034
2035,44,female,0.0662
2035,45,male,0.116
2035,45,female,0.0742
2035,46,male,0.1298
2035,46,female,0.0827
2035,47,male,0.1447
2035,47,female,0.0919
2035,48,male,0.1604
2035,48,female,0.1014
2035,49,male,0.1773
2035,49,female,0.1114
2035,50,male,0.1951
2035,50,female,0.1221
2035,51,male,0.2144
2035,51,female,0.1335
2035,52,male,0.2351
2035,52,female,0.1457
2035,53,male,0.2576
2035,53,female,0.1592
2035,54,male,0.2822
2035,54,female,0.1739
2035,55,male,0.3091
2035,55,female,0.1904
2035,56,male,0.3389
2035,56,female,0.2086
2035,57,male,0.3718
2035,57,female,0.2287
2035,58,male,0.4083
2035,58,female,0.2511
2035,59,male,0.4486
2035,59,female,0.2761
2035,60,male,0.4929
2035,60,female,0.3036
2035,61,male,0.5414
2035,61,female,0.3337
2035,62,male,0.5944
2035,62,female,0.3661
2035,63,male,0.6526
2035,63,female,0.4019
2035,64,male,0.7171
2035,64,female,0.4413
2035,65,male,0.7879
2035,65,female,0.4845
2035,66,male,0.8666
2035,66,female,0.5324
2035,67,male,0.9542
2035,67,female,0.5853
2035,68,male,1.0518
2035,68,female,0.6444
2035,69,male,1.1604
2035,69,female,0.7105
2035,70,male,1.2817
2035,70,female,0.7843
2035,71,male,1.4177
2035,71,female,0.8676
2035,72,male,1.5698
2035,72,female,0.9615
2035,73,male,1.7401
2035,73,female,1.0671
2035,74,male,1.9314
2035,74,female,1.1876
2035,75,male,2.1442
2035,75,female,1.3237
2035,76,male,2.3837
2035,76,female,1.4793
2035,77,male,2.6504
2035,77,female,1.6564
2035,78,male,2.9495
2035,78,female,1.8585
2035,79,male,3.2811
2035,79,female,2.0889
2035,80,male,3.6544
2035,80,female,2.353
2035,81,male,4.0696
2035,81,female,2.6562
2035,82,male,4.5356
2035,82,female,3.005
2035,83,male,5.0552
2035,83,female,3.4061
2035,84,male,5.641
2035,84,female,3.8696
2035,85,male,6.2926
2035,85,female,4.4033
2035,86,male,7.0308
2035,86,female,5.024
2035,87,male,7.86
2035,87,female,5.7428
2035,88,male,8.7975
2035,88,female,6.5792
2035,89,male,9.8599
2035,89,female,7.5542
2035,90,male,11.0676
2035,90,female,8.6975
2035,91,male,12.4356
2035,91,female,10.024
2035,92,male,14.0003
2035,92,female,11.5813
2035,93,male,15.7878
2035,93,female,13.3999
2035,94,male,17.814
2035,94,female,15.5267
2035,95,male,20.1068
2035,95,female,17.9977
2035,96,male,22.7978
2035,96,female,20.9191
2035,97,male,25.8997
2035,97,female,24.333
2035,98,male,29.4734
2035,98,female,28.2715
2035,99,male,33.9558
2035,99,female,32.5046
2035,100,male,39.0829
2035,100,female,37.2432
2035,101,male,44.9736
2035,101,female,42.6137
2035,102,male,51.4925
2035,102,female,48.6322
2035,103,male,58.6193
2035,103,female,55.1071
2035,104,male,66.2134
2035,104,female,61.7723
2035,105,male,74.6239
2035,105,female,68.8508
2035,106,male,80.7088
2035,106,female,75.1348
2035,107,male,88.9787
2035,107,female,78.3781
2035,108,male,100
2035,108,female,86.218
2035,109,male,100
2035,109,female,100
2035,110,male,100
2035,110,female,100
2035,111,male,100
2035,111,female,100
2035,112,male,100
2035,112,female,100
2035,113,male,100
