district,year,sex,origin,bir
Hard,2040,female,foreign,14.6168012890443
Hard,2041,male,Swiss,61.31088228271537
Hard,2041,male,foreign,15.417643255679648
Hard,2041,female,Swiss,57.66544753703812
Hard,2041,female,foreign,14.500937928205412
Hard,2042,male,Swiss,61.46418863052495
Hard,2042,male,foreign,15.328343368666747
Hard,2042,female,Swiss,57.80963856524652
Hard,2042,female,foreign,14.416947651799656
Hard,2043,male,Swiss,61.757265485282026
Hard,2043,male,foreign,15.270109191409357
Hard,2043,female,Swiss,58.08528959754424
Hard,2043,female,foreign,14.362175973942964
Hard,2044,male,Swiss,62.14149704158434
Hard,2044,male,foreign,15.235776346384576
Hard,2044,female,Swiss,58.44667543684526
Hard,2044,female,foreign,14.329884498109283
Hard,2045,male,Swiss,62.56270280023342
Hard,2045,male,foreign,15.217228075078197
Hard,2045,female,Swiss,58.8428370589481
Hard,2045,female,foreign,14.312439073641428
Hard,2046,male,Swiss,62.96784906574455
Hard,2046,male,foreign,15.202311758515329
Hard,2046,female,Swiss,59.2238940564796
Hard,2046,female,foreign,14.298409654422905
Hard,2047,male,Swiss,63.32451037135242
Hard,2047,male,foreign,15.186571678483126
Hard,2047,female,Swiss,59.55934892258614
Hard,2047,female,foreign,14.283605451228755
Hard,2048,male,Swiss,63.619773571738094
Hard,2048,male,foreign,15.168717801981812
Hard,2048,female,Swiss,59.83705630433522
Hard,2048,female,foreign,14.266813134100259
Hard,2049,male,Swiss,63.84167934206397
Hard,2049,male,foreign,15.142950675564949
Hard,2049,female,Swiss,60.045767956826
Hard,2049,female,foreign,14.242578074658114
Hard,2050,male,Swiss,63.997882263761355
Hard,2050,male,foreign,15.105048248558147
Hard,2050,female,Swiss,60.19268333385054
Hard,2050,female,foreign,14.206929257764424
Gewerbeschule,2021,male,Swiss,41.543248612571894
Gewerbeschule,2021,male,foreign,13.877432374788102
Gewerbeschule,2021,female,Swiss,39.07316179760411
Gewerbeschule,2021,female,foreign,13.052305215035899
Gewerbeschule,2022,male,Swiss,42.61562650320846
Gewerbeschule,2022,male,foreign,14.41179354430723
Gewerbeschule,2022,female,Swiss,40.08177802836117
Gewerbeschule,2022,female,foreign,13.554894230875629
Gewerbeschule,2023,male,Swiss,43.03304295070711
Gewerbeschule,2023,male,foreign,14.564971388717066
Gewerbeschule,2023,female,Swiss,40.4743756449366
Gewerbeschule,2023,female,foreign,13.698964396265211
Gewerbeschule,2024,male,Swiss,43.50539294138528
Gewerbeschule,2024,male,foreign,14.733771056544047
Gewerbeschule,2024,female,Swiss,40.91864055505437
Gewerbeschule,2024,female,foreign,13.857727539559438
Gewerbeschule,2025,male,Swiss,43.717165407048405
Gewerbeschule,2025,male,foreign,14.76132916544368
Gewerbeschule,2025,female,Swiss,41.11782141094509
Gewerbeschule,2025,female,foreign,13.883647092888388
Gewerbeschule,2026,male,Swiss,43.89595831201957
Gewerbeschule,2026,male,foreign,14.782315859727676
Gewerbeschule,2026,female,Swiss,41.285983611483445
Gewerbeschule,2026,female,foreign,13.903385956090995
Gewerbeschule,2027,male,Swiss,47.33599232681158
Gewerbeschule,2027,male,foreign,16.52898800971406
Gewerbeschule,2027,female,Swiss,44.521479393307146
Gewerbeschule,2027,female,foreign,15.546204122774608
Gewerbeschule,2028,male,Swiss,47.44201400853892
Gewerbeschule,2028,male,foreign,16.497541436765847
Gewerbeschule,2028,female,Swiss,44.62119721660065
Gewerbeschule,2028,female,foreign,15.516627306473008
Gewerbeschule,2029,male,Swiss,47.17544626189144
Gewerbeschule,2029,male,foreign,16.295509699380066
Gewerbeschule,2029,female,Swiss,44.37047910854139
Gewerbeschule,2029,female,foreign,15.32660801268247
Gewerbeschule,2030,male,Swiss,46.750439109436336
Gewerbeschule,2030,male,foreign,16.037073535778458
Gewerbeschule,2030,female,Swiss,43.9707421166685
Gewerbeschule,2030,female,foreign,15.083537998372087
Gewerbeschule,2031,male,Swiss,46.23091625908865
Gewerbeschule,2031,male,foreign,15.751666514346152
Gewerbeschule,2031,female,Swiss,43.48210916024042
Gewerbeschule,2031,female,foreign,14.815100764909754
Gewerbeschule,2032,male,Swiss,45.66364901307125
Gewerbeschule,2032,male,foreign,15.4557443645848
Gewerbeschule,2032,female,Swiss,42.948570604004075
Gewerbeschule,2032,female,foreign,14.536773613729258
Gewerbeschule,2033,male,Swiss,45.09083654206119
Gewerbeschule,2033,male,foreign,15.160988226625697
Gewerbeschule,2033,female,Swiss,42.409816531875755
Gewerbeschule,2033,female,foreign,14.259543145387223
Gewerbeschule,2034,male,Swiss,44.543715077539055
Gewerbeschule,2034,male,foreign,14.874614628794406
Gewerbeschule,2034,female,Swiss,41.89522592521468
Gewerbeschule,2034,female,foreign,13.990196806419457
Gewerbeschule,2035,male,Swiss,44.04328225381662
Gewerbeschule,2035,male,foreign,14.604955544171155
Gewerbeschule,2035,female,Swiss,41.424547936776854
Gewerbeschule,2035,female,foreign,13.736571165778305
Gewerbeschule,2036,male,Swiss,43.59621212167804
Gewerbeschule,2036,male,foreign,14.354313577611153
Gewerbeschule,2036,female,Swiss,41.004059790295194
Gewerbeschule,2036,female,foreign,13.500831919577303
Gewerbeschule,2037,male,Swiss,43.199065053797966
Gewerbeschule,2037,male,foreign,14.122728367838954
Gewerbeschule,2037,female,Swiss,40.63052637249632
Gewerbeschule,2037,female,foreign,13.283016349693751
Gewerbeschule,2038,male,Swiss,42.838238441360026
Gewerbeschule,2038,male,foreign,13.906037026322833
Gewerbeschule,2038,female,Swiss,40.29115386120932
Gewerbeschule,2038,female,foreign,13.079209085457874
Gewerbeschule,2039,male,Swiss,42.50698018768269
Gewerbeschule,2039,male,foreign,13.704305404297507
Gewerbeschule,2039,female,Swiss,39.97959162727248
Gewerbeschule,2039,female,foreign,12.889472062708446
Gewerbeschule,2040,male,Swiss,42.19016497052455
Gewerbeschule,2040,male,foreign,13.514189911915814
Gewerbeschule,2040,female,Swiss,39.68161367289032
Gewerbeschule,2040,female,foreign,12.710660495434599
Gewerbeschule,2041,male,Swiss,41.87016450508014
Gewerbeschule,2041,male,foreign,13.333923720207332
Gewerbeschule,2041,female,Swiss,39.38063985935388
Gewerbeschule,2041,female,foreign,12.54111260713749
Gewerbeschule,2042,male,Swiss,41.54020124651178
Gewerbeschule,2042,male,foreign,13.1636770063136
Gewerbeschule,2042,female,Swiss,39.0702956224469
Gewerbeschule,2042,female,foreign,12.380988456532014
Gewerbeschule,2043,male,Swiss,41.192360308691676
Gewerbeschule,2043,male,foreign,13.004874300863444
Gewerbeschule,2043,female,Swiss,38.74313668092968
Gewerbeschule,2043,female,foreign,12.23162787421892
Gewerbeschule,2044,male,Swiss,40.824516301881964
Gewerbeschule,2044,male,foreign,12.859110043581992
Gewerbeschule,2044,female,Swiss,38.397164016914054
Gewerbeschule,2044,female,foreign,12.094530497406119
Gewerbeschule,2045,male,Swiss,40.43380361120822
Gewerbeschule,2045,male,foreign,12.728011866244662
Gewerbeschule,2045,female,Swiss,38.02968239983001
Gewerbeschule,2045,female,foreign,11.971227181812202
Gewerbeschule,2046,male,Swiss,40.01862353858051
Gewerbeschule,2046,male,foreign,12.613701906895413
Gewerbeschule,2046,female,Swiss,37.63918818729955
Gewerbeschule,2046,female,foreign,11.863713886971334
Gewerbeschule,2047,male,Swiss,39.58019097000657
Gewerbeschule,2047,male,foreign,12.515845884331977
Gewerbeschule,2047,female,Swiss,37.2268240303943
Gewerbeschule,2047,female,foreign,11.771676207440084
Gewerbeschule,2048,male,Swiss,39.12901942092095
Gewerbeschule,2048,male,foreign,12.435189823228338
Gewerbeschule,2048,female,Swiss,36.802478329837705
Gewerbeschule,2048,female,foreign,11.695815810607606
Gewerbeschule,2049,male,Swiss,38.68075300633345
Gewerbeschule,2049,male,foreign,12.371156833113467
Gewerbeschule,2049,female,Swiss,36.3808650297091
Gewerbeschule,2049,female,foreign,11.635590106872304
Gewerbeschule,2050,male,Swiss,38.2565458831536
Gewerbeschule,2050,male,foreign,12.321285780021778
Gewerbeschule,2050,female,Swiss,35.981880498810234
Gewerbeschule,2050,female,foreign,11.588684296865939
Escher Wyss,2021,male,Swiss,37.78573603957211
Escher Wyss,2021,male,foreign,16.93388352230789
Escher Wyss,2021,female,Swiss,35.5390641614139
Escher Wyss,2021,female,foreign,15.927025276706107
Escher Wyss,2022,male,Swiss,38.259839176283364
Escher Wyss,2022,male,foreign,17.39153551993402
Escher Wyss,2022,female,Swiss,35.98497797865602
Escher Wyss,2022,female,foreign,16.35746610999306
Escher Wyss,2023,male,Swiss,38.435494634566595
Escher Wyss,2023,male,foreign,17.695333351943628
Escher Wyss,2023,female,Swiss,36.15018927944139
Escher Wyss,2023,female,foreign,16.643200669525807
Escher Wyss,2024,male,Swiss,38.34137088793918
Escher Wyss,2024,male,foreign,17.855263406377485
Escher Wyss,2024,female,Swiss,36.06166196143438
Escher Wyss,2024,female,foreign,16.793621570680433
Escher Wyss,2025,male,Swiss,38.01862482543701
Escher Wyss,2025,male,foreign,17.873608959637796
Escher Wyss,2025,female,Swiss,35.758105799101166
Escher Wyss,2025,female,foreign,16.810876330352496
Escher Wyss,2026,male,Swiss,46.05690254150416
Escher Wyss,2026,male,foreign,23.100232914138736
Escher Wyss,2026,female,Swiss,43.31844198520578
Escher Wyss,2026,female,foreign,21.726734628628357
Escher Wyss,2027,male,Swiss,48.11129936104381
Escher Wyss,2027,male,foreign,24.486195266267636
Escher Wyss,2027,female,Swiss,45.25068806627089
Escher Wyss,2027,female,foreign,23.03029015302065
Escher Wyss,2028,male,Swiss,47.416185886706344
Escher Wyss,2028,male,foreign,23.926228644408216
Escher Wyss,2028,female,Swiss,44.59690478842046
Escher Wyss,2028,female,foreign,22.503618138965646
Escher Wyss,2029,male,Swiss,46.46633935997028
Escher Wyss,2029,male,foreign,23.081069520467334
Escher Wyss,2029,female,Swiss,43.703534427133434
Escher Wyss,2029,female,foreign,21.708710655864532
Escher Wyss,2030,male,Swiss,45.40837031928085
Escher Wyss,2030,male,foreign,22.07929529960922
Escher Wyss,2030,female,Swiss,42.70847032203106
Escher Wyss,2030,female,foreign,20.76650012771598
Escher Wyss,2031,male,Swiss,44.22800028805172
Escher Wyss,2031,male,foreign,20.950397123774998
Escher Wyss,2031,female,Swiss,41.59828296905401
Escher Wyss,2031,female,foreign,19.704724206223837
Escher Wyss,2032,male,Swiss,42.91595772023002
Escher Wyss,2032,male,foreign,19.722217341189122
Escher Wyss,2032,female,Swiss,40.36425209159568
Escher Wyss,2032,female,foreign,18.54956978368304
Escher Wyss,2033,male,Swiss,41.46446106666369
Escher Wyss,2033,male,foreign,18.42402380343983
Escher Wyss,2033,female,Swiss,38.9990588174155
Escher Wyss,2033,female,foreign,17.32856449788717
Escher Wyss,2034,male,Swiss,39.912219499130885
Escher Wyss,2034,male,foreign,17.089086124512914
Escher Wyss,2034,female,Swiss,37.53911074058597
Escher Wyss,2034,female,foreign,16.072999811435455
Escher Wyss,2035,male,Swiss,38.303208493882344
Escher Wyss,2035,male,foreign,15.754525108510936
Escher Wyss,2035,female,Swiss,36.0257686346637
Escher Wyss,2035,female,foreign,14.817789392208883
Escher Wyss,2036,male,Swiss,36.721656198093626
Escher Wyss,2036,male,foreign,14.457767850767208
Escher Wyss,2036,female,Swiss,34.53825259274241
Escher Wyss,2036,female,foreign,13.598134987793706
Escher Wyss,2037,male,Swiss,35.234236162663905
Escher Wyss,2037,male,foreign,13.233303994318362
Escher Wyss,2037,female,Swiss,33.13927187634857
Escher Wyss,2037,female,foreign,12.446475549107788
Escher Wyss,2038,male,Swiss,33.943784625635665
Escher Wyss,2038,male,foreign,12.114090908945743
Escher Wyss,2038,female,Swiss,31.925548265840824
Escher Wyss,2038,female,foreign,11.393808860024498
Escher Wyss,2039,male,Swiss,32.92429407070039
Escher Wyss,2039,male,foreign,11.130353103913446
Escher Wyss,2039,female,Swiss,30.966674784962876
Escher Wyss,2039,female,foreign,10.468562334869151
Escher Wyss,2040,male,Swiss,32.2157766756418
Escher Wyss,2040,male,foreign,10.293654619954385
Escher Wyss,2040,female,Swiss,30.30028455940012
Escher Wyss,2040,female,foreign,9.681612437319512
Escher Wyss,2041,male,Swiss,31.851996403851473
Escher Wyss,2041,male,foreign,9.611744590110021
Escher Wyss,2041,female,Swiss,29.958134008031386
Escher Wyss,2041,female,foreign,9.040247550909193
Escher Wyss,2042,male,Swiss,31.776614195437496
Escher Wyss,2042,male,foreign,9.075957949325696
Escher Wyss,2042,female,Swiss,29.88723389009673
Escher Wyss,2042,female,foreign,8.536317819760884
Escher Wyss,2043,male,Swiss,32.012371872422094
Escher Wyss,2043,male,foreign,8.672346711805133
Escher Wyss,2043,female,Swiss,30.108973839799617
Escher Wyss,2043,female,foreign,8.15670458021756
Escher Wyss,2044,male,Swiss,32.863292289154074
Escher Wyss,2044,male,foreign,8.606923111112055
Escher Wyss,2044,female,Swiss,30.909300059588602
Escher Wyss,2044,female,foreign,8.095170949106945
Escher Wyss,2045,male,Swiss,34.154774404230444
Escher Wyss,2045,male,foreign,8.745276429929751
Escher Wyss,2045,female,Swiss,32.123992971828024
Escher Wyss,2045,female,foreign,8.225298028522767
Escher Wyss,2046,male,Swiss,35.67995422355682
Escher Wyss,2046,male,foreign,8.943278949856992
Escher Wyss,2046,female,Swiss,33.558488343308085
Escher Wyss,2046,female,foreign,8.411527674875199
Escher Wyss,2047,male,Swiss,37.37959340340986
Escher Wyss,2047,male,foreign,9.174427049717712
Escher Wyss,2047,female,Swiss,35.157070035637446
Escher Wyss,2047,female,foreign,8.628932124616123
Escher Wyss,2048,male,Swiss,39.17206238327462
Escher Wyss,2048,male,foreign,9.415560372666468
Escher Wyss,2048,female,Swiss,36.842962035095766
Escher Wyss,2048,female,foreign,8.855728094046386
Escher Wyss,2049,male,Swiss,40.96267953970457
Escher Wyss,2049,male,foreign,9.647232721310225
Escher Wyss,2049,female,Swiss,38.52711231720875
Escher Wyss,2049,female,foreign,9.073625621680975
Escher Wyss,2050,male,Swiss,42.650498904616995
Escher Wyss,2050,male,foreign,9.853452523361494
Escher Wyss,2050,female,Swiss,40.11457697952683
Escher Wyss,2050,female,foreign,9.267583965347452
Unterstrass,2021,male,Swiss,116.55195382635529
Unterstrass,2021,male,foreign,49.7612227933647
Unterstrass,2021,female,Swiss,109.62198436031571
Unterstrass,2021,female,foreign,46.80251001996431
Unterstrass,2022,male,Swiss,117.51136347881473
Unterstrass,2022,male,foreign,50.751252832929474
Unterstrass,2022,female,Swiss,110.52434924107726
Unterstrass,2022,female,foreign,47.733674654708274
Unterstrass,2023,male,Swiss,118.25547062704085
Unterstrass,2023,male,foreign,51.243539844130616
Unterstrass,2023,female,Swiss,111.22421311711979
Unterstrass,2023,female,foreign,48.196691165980816
Unterstrass,2024,male,Swiss,119.04875897301444
Unterstrass,2024,male,foreign,51.3646668773058
Unterstrass,2024,female,Swiss,111.97033396538201
Unterstrass,2024,female,foreign,48.31061620370368
Unterstrass,2025,male,Swiss,119.99896866957022
Unterstrass,2025,male,foreign,51.23861666750068
Unterstrass,2025,female,Swiss,112.86404590306472
Unterstrass,2025,female,foreign,48.19206071257517
Unterstrass,2026,male,Swiss,121.2938716441381
Unterstrass,2026,male,foreign,51.01778075754373
Unterstrass,2026,female,Swiss,114.0819562766453
Unterstrass,2026,female,foreign,47.98435530848076
Unterstrass,2027,male,Swiss,121.39986246455379
Unterstrass,2027,male,foreign,49.62990024313919
Unterstrass,2027,female,Swiss,114.18164507358523
Unterstrass,2027,female,foreign,46.67899567229044
Unterstrass,2028,male,Swiss,122.24805424210959
Unterstrass,2028,male,foreign,48.657857360689746
Unterstrass,2028,female,Swiss,114.97940489417388
Unterstrass,2028,female,foreign,45.7647487106635
Unterstrass,2029,male,Swiss,123.76395855102294
Unterstrass,2029,male,foreign,48.176160387923886
Unterstrass,2029,female,Swiss,116.40517626040094
Unterstrass,2029,female,foreign,45.3116925731952
Unterstrass,2030,male,Swiss,124.58773411566307
Unterstrass,2030,male,foreign,47.24653052671175
Unterstrass,2030,female,Swiss,117.17997161216249
Unterstrass,2030,female,foreign,44.43733683087528
Unterstrass,2031,male,Swiss,125.45306311264821
Unterstrass,2031,male,foreign,46.526713699658856
Unterstrass,2031,female,Swiss,117.99384970394775
Unterstrass,2031,female,foreign,43.76031901721389
Unterstrass,2032,male,Swiss,126.0867949672459
Unterstrass,2032,male,foreign,45.887404986136026
Unterstrass,2032,female,Swiss,118.589901002726
Unterstrass,2032,female,foreign,43.159022449507894
Unterstrass,2033,male,Swiss,126.36227313661693
Unterstrass,2033,male,foreign,45.26772695622489
Unterstrass,2033,female,Swiss,118.84899973580592
Unterstrass,2033,female,foreign,42.576189360286975
Unterstrass,2034,male,Swiss,126.2021780983334
Unterstrass,2034,male,foreign,44.66164470256906
Unterstrass,2034,female,Swiss,118.69842366044446
Unterstrass,2034,female,foreign,42.006143666927684
Unterstrass,2035,male,Swiss,125.61697527232772
Unterstrass,2035,male,foreign,44.055624238777675
Unterstrass,2035,female,Swiss,118.148015941535
Unterstrass,2035,female,foreign,41.43615608951868
Unterstrass,2036,male,Swiss,124.77168272118277
Unterstrass,2036,male,foreign,43.44612167829639
Unterstrass,2036,female,Swiss,117.35298296457128
Unterstrass,2036,female,foreign,40.86289345462373
Unterstrass,2037,male,Swiss,123.80810505686159
Unterstrass,2037,male,foreign,42.83721921427801
Unterstrass,2037,female,Swiss,116.4466978944339
Unterstrass,2037,female,foreign,40.290195235535734
Unterstrass,2038,male,Swiss,123.03951283034188
Unterstrass,2038,male,foreign,42.240041944708466
Unterstrass,2038,female,Swiss,115.72380477879786
Unterstrass,2038,female,foreign,39.72852505193141
Unterstrass,2039,male,Swiss,122.67810517914202
Unterstrass,2039,male,foreign,41.67333302864403
Unterstrass,2039,female,Swiss,115.38388577626827
Unterstrass,2039,female,foreign,39.19551162835362
Unterstrass,2040,male,Swiss,122.87227554810032
Unterstrass,2040,male,foreign,41.148844682644004
Unterstrass,2040,female,Swiss,115.5665111244533
Unterstrass,2040,female,foreign,38.70220841571042
Unterstrass,2041,male,Swiss,123.61747831744022
Unterstrass,2041,male,foreign,40.673713512413585
Unterstrass,2041,female,Swiss,116.26740547794951
Unterstrass,2041,female,foreign,38.255327689972475
Unterstrass,2042,male,Swiss,124.90278526095716
Unterstrass,2042,male,foreign,40.24954800039005
Unterstrass,2042,female,Swiss,117.47629038321958
Unterstrass,2042,female,foreign,37.85638229610544
Unterstrass,2043,male,Swiss,126.5435593448954
Unterstrass,2043,male,foreign,39.86892248922805
Unterstrass,2043,female,Swiss,119.01950699232306
Unterstrass,2043,female,foreign,37.498388092988925
Unterstrass,2044,male,Swiss,128.4469848721123
Unterstrass,2044,male,foreign,39.518715056962236
Unterstrass,2044,female,Swiss,120.80975826246876
Unterstrass,2044,female,foreign,37.16900336452778
Unterstrass,2045,male,Swiss,130.45475784761805
Unterstrass,2045,male,foreign,39.181411874739325
Unterstrass,2045,female,Swiss,122.69815266937732
Unterstrass,2045,female,foreign,36.85175562262023
Unterstrass,2046,male,Swiss,132.4610979367258
Unterstrass,2046,male,foreign,38.838772382383056
Unterstrass,2046,female,Swiss,124.58519938673496
Unterstrass,2046,female,foreign,36.52948885797839
Unterstrass,2047,male,Swiss,134.34203284993706
Unterstrass,2047,male,foreign,38.475221994326155
Unterstrass,2047,female,Swiss,126.35429729431715
Unterstrass,2047,female,foreign,36.18755452186992
Unterstrass,2048,male,Swiss,135.97681992484297
Unterstrass,2048,male,foreign,38.08519358072287
Unterstrass,2048,female,Swiss,127.89188287117304
Unterstrass,2048,female,foreign,35.82071649597292
Unterstrass,2049,male,Swiss,137.31598315081035
Unterstrass,2049,male,foreign,37.66142879727079
Unterstrass,2049,female,Swiss,129.15142186124112
Unterstrass,2049,female,foreign,35.422148004077485
Unterstrass,2050,male,Swiss,138.294907060143
Unterstrass,2050,male,foreign,37.20181949308667
Unterstrass,2050,female,Swiss,130.0721407162736
Unterstrass,2050,female,foreign,34.98986624215875
Oberstrass,2021,male,Swiss,44.47264779038369
Oberstrass,2021,male,foreign,19.03561678105631
Oberstrass,2021,female,Swiss,41.82838417108431
Oberstrass,2021,female,foreign,17.903793257475694
Oberstrass,2022,male,Swiss,44.51842622446099
Oberstrass,2022,male,foreign,19.548721154665838
Oberstrass,2022,female,Swiss,41.87144070183917
Oberstrass,2022,female,foreign,18.386389368243886
Oberstrass,2023,male,Swiss,44.37953079838592
Oberstrass,2023,male,foreign,19.800711758809758
Oberstrass,2023,female,Swiss,41.74080374788809
Oberstrass,2023,female,foreign,18.623397064464637
Oberstrass,2024,male,Swiss,44.08072359842043
Oberstrass,2024,male,foreign,19.823120340720006
Oberstrass,2024,female,Swiss,41.45976308639761
Oberstrass,2024,female,foreign,18.644473272413595
Oberstrass,2025,male,Swiss,43.992107361833966
Oberstrass,2025,male,foreign,19.88385042043599
Oberstrass,2025,female,Swiss,41.37641581179401
Oberstrass,2025,female,foreign,18.7015924508595
Oberstrass,2026,male,Swiss,44.24650131779797
Oberstrass,2026,male,foreign,20.08518812265273
Oberstrass,2026,female,Swiss,41.615683960859904
Oberstrass,2026,female,foreign,18.890958975563393
Oberstrass,2027,male,Swiss,44.080769803819024
Oberstrass,2027,male,foreign,19.943069505677514
Oberstrass,2027,female,Swiss,41.459806544506336
Oberstrass,2027,female,foreign,18.757290475843703
Oberstrass,2028,male,Swiss,44.07102145471919
Oberstrass,2028,male,foreign,19.88018558648719
Oberstrass,2028,female,Swiss,41.450637814704066
Oberstrass,2028,female,foreign,18.698145521343267
Oberstrass,2029,male,Swiss,44.087202642120545
Oberstrass,2029,male,foreign,19.806342771243425
Oberstrass,2029,female,Swiss,41.46585689781688
Oberstrass,2029,female,foreign,18.62869326703071
Oberstrass,2030,male,Swiss,44.10651700087322
Oberstrass,2030,male,foreign,19.712903978535753
Oberstrass,2030,female,Swiss,41.48402285954986
Oberstrass,2030,female,foreign,18.540810176815786
Oberstrass,2031,male,Swiss,44.1365966213413
Oberstrass,2031,male,foreign,19.6085476103927
Oberstrass,2031,female,Swiss,41.51231399990628
Oberstrass,2031,female,foreign,18.442658650557195
Oberstrass,2032,male,Swiss,44.19135705981089
Oberstrass,2032,male,foreign,19.505366272644537
Oberstrass,2032,female,Swiss,41.563818481233305
Oberstrass,2032,female,foreign,18.345612289500416
Oberstrass,2033,male,Swiss,44.28688571255474
Oberstrass,2033,male,foreign,19.409784558180817
Oberstrass,2033,female,Swiss,41.65366717216687
Oberstrass,2033,female,foreign,18.25571369180136
Oberstrass,2034,male,Swiss,44.44004012965756
Oberstrass,2034,male,foreign,19.32394715775241
Oberstrass,2034,female,Swiss,41.79771530319498
Oberstrass,2034,female,foreign,18.17498002875774
Oberstrass,2035,male,Swiss,44.68233206073835
Oberstrass,2035,male,foreign,19.247085714330026
Oberstrass,2035,female,Swiss,42.02560099200238
Oberstrass,2035,female,foreign,18.102688628466737
Oberstrass,2036,male,Swiss,45.03285220098087
Oberstrass,2036,male,foreign,19.179733257934416
Oberstrass,2036,female,Swiss,42.35527983538657
Oberstrass,2036,female,foreign,18.039340827943136
Oberstrass,2037,male,Swiss,45.44175799580879
Oberstrass,2037,male,foreign,19.11628928044615
Oberstrass,2037,female,Swiss,42.739872827386115
Oberstrass,2037,female,foreign,17.979669115203453
Oberstrass,2038,male,Swiss,45.88700120090059
Oberstrass,2038,male,foreign,19.047536156732853
Oberstrass,2038,female,Swiss,43.15864267261606
Oberstrass,2038,female,foreign,17.91500392852069
Oberstrass,2039,male,Swiss,46.32536031970703
Oberstrass,2039,male,foreign,18.973220936966314
Oberstrass,2039,female,Swiss,43.570937746944836
Oberstrass,2039,female,foreign,17.8451073580083
Oberstrass,2040,male,Swiss,46.740005144134145
Oberstrass,2040,male,foreign,18.89060961373579
Oberstrass,2040,female,Swiss,43.96092853616965
Oberstrass,2040,female,foreign,17.76740795541695
Oberstrass,2041,male,Swiss,47.119709735792256
Oberstrass,2041,male,foreign,18.803711270155468
Oberstrass,2041,female,Swiss,44.31805657599898
Oberstrass,2041,female,foreign,17.685676430992302
Oberstrass,2042,male,Swiss,47.47414648913724
Oberstrass,2042,male,foreign,18.72218766274613
Oberstrass,2042,female,Swiss,44.65141915771761
Oberstrass,2042,female,foreign,17.609000070596515
Oberstrass,2043,male,Swiss,47.800527686096196
Oberstrass,2043,male,foreign,18.65140558065017
Oberstrass,2043,female,Swiss,44.95839431595339
Oberstrass,2043,female,foreign,17.542426563745877
Oberstrass,2044,male,Swiss,48.07478374878379
Oberstrass,2044,male,foreign,18.593430114160206
Oberstrass,2044,female,Swiss,45.21634360661439
Oberstrass,2044,female,foreign,17.48789821417987
Oberstrass,2045,male,Swiss,48.27098331666028
Oberstrass,2045,male,foreign,18.547318977879623
Oberstrass,2045,female,Swiss,45.40087750120101
Oberstrass,2045,female,foreign,17.444528763096127
Oberstrass,2046,male,Swiss,48.365727807539685
Oberstrass,2046,male,foreign,18.5085639461202
Oberstrass,2046,female,Swiss,45.489988655123696
Oberstrass,2046,female,foreign,17.408078035794343
Oberstrass,2047,male,Swiss,48.3435394832799
Oberstrass,2047,male,foreign,18.471968675477168
Oberstrass,2047,female,Swiss,45.469119608701604
Oberstrass,2047,female,foreign,17.373658654098957
Oberstrass,2048,male,Swiss,48.214593680368495
Oberstrass,2048,male,foreign,18.433576325211078
Oberstrass,2048,female,Swiss,45.34784069122294
Oberstrass,2048,female,foreign,17.337549043901475
Oberstrass,2049,male,Swiss,47.991375646227425
Oberstrass,2049,male,foreign,18.393350895567636
Oberstrass,2049,female,Swiss,45.13789479976231
Oberstrass,2049,female,foreign,17.299715345928206
Oberstrass,2050,male,Swiss,47.698203363724915
Oberstrass,2050,male,foreign,18.352095228621735
Oberstrass,2050,female,Swiss,44.862154013681206
Oberstrass,2050,female,foreign,17.260912666708812
Fluntern,2021,male,Swiss,31.6691319137043
Fluntern,2021,male,foreign,17.4374212333757
Fluntern,2021,female,Swiss,29.786142311445705
Fluntern,2021,female,foreign,16.400623541474303
Fluntern,2022,male,Swiss,31.46074052629246
Fluntern,2022,male,foreign,17.63000297473424
Fluntern,2022,female,Swiss,29.590141500976934
Fluntern,2022,female,foreign,16.581754718998276
Fluntern,2023,male,Swiss,30.598032807849094
Fluntern,2023,male,foreign,17.259363106037394
Fluntern,2023,female,Swiss,28.77872883122778
Fluntern,2023,female,foreign,16.23315243001282
Fluntern,2024,male,Swiss,30.05339854029967
Fluntern,2024,male,foreign,17.218406812241035
Fluntern,2024,female,Swiss,28.266477537282558
Fluntern,2024,female,foreign,16.194631323754145
Fluntern,2025,male,Swiss,28.985260595640046
Fluntern,2025,male,foreign,16.60559448229329
Fluntern,2025,female,Swiss,27.26184915294345
Fluntern,2025,female,foreign,15.61825571233004
Fluntern,2026,male,Swiss,28.25642647349362
Fluntern,2026,male,foreign,16.202715355642944
Fluntern,2026,female,Swiss,26.576350196330225
Fluntern,2026,female,foreign,15.23933105366185
Fluntern,2027,male,Swiss,27.79231035457967
Fluntern,2027,male,foreign,15.880629793571341
Fluntern,2027,female,Swiss,26.139829586776514
Fluntern,2027,female,foreign,14.936396119592018
Fluntern,2028,male,Swiss,27.557917063165302
Fluntern,2028,male,foreign,15.562230040246654
Fluntern,2028,female,Swiss,25.919372898732743
Fluntern,2028,female,foreign,14.63692784271278
Fluntern,2029,male,Swiss,27.544990230078906
Fluntern,2029,male,foreign,15.243220182721943
Fluntern,2029,female,Swiss,25.9072146718828
Fluntern,2029,female,foreign,14.336885737331508
Fluntern,2030,male,Swiss,27.733021675520508
Fluntern,2030,male,foreign,14.925721525082851
Fluntern,2030,female,Swiss,26.08406610589785
Fluntern,2030,female,foreign,14.038264978609716
Fluntern,2031,male,Swiss,28.081637610410922
Fluntern,2031,male,foreign,14.615743047967205
